LimbicB-ContA	LimbicB-ContB	LimbicB-ContC	LimbicB-DefaultA	LimbicB-DefaultB	LimbicB-DefaultC	LimbicB-DorsAttnA	LimbicB-DorsAttnB	LimbicB-LimbicA	LimbicB-SalVentAttnA	LimbicB-SalVentAttnB	LimbicB-SomMotA	LimbicB-SomMotB	LimbicB-TempPar	LimbicB-VisCent	LimbicB-VisPeri
5.922987	0.714815	0.092463	4.149965	2.107626	0.501947	2.502686	2.998272	2.537504	0.031123	7.157904	0.846797	0.427178	1.41765	1.98464	6.456492
1.281277	1.110272	4.493656	9.590363	1.188579	1.063961	3.507769	0.418899	9.62717	14.920813	3.845768	2.267323	0.360342	1.679832	1.283534	0.701107
4.751461	0.038382	1.880286	3.590669	4.582677	0.733433	0.466779	0.088597	19.901785	2.224908	3.555611	0.915408	0.213855	0.740854	2.297177	4.36466
0.113803	0.479087	0.882683	2.860419	4.426551	12.952305	4.526747	2.71237	3.357158	3.753458	23.260554	5.632504	1.814203	1.718314	1.565692	8.699265
10.488649	1.776017	12.797944	11.892871	9.704502	1.927161	5.925093	10.689047	18.577121	7.150567	3.524588	8.547372	3.240835	0.289152	9.126624	1.691135
0.566833	0.249265	9.299698	8.786228	6.382252	3.743558	2.162022	1.680613	2.397915	7.331782	0.635426	2.35504	0.032121	0.72748	1.233793	1.969375
8.159756	2.335321	9.007425	9.622764	10.847159	0.92366	7.903621	0.369299	17.678901	2.273651	9.084494	13.384853	0.776865	0.175582	0.8724	2.087824
1.840109	4.458173	2.651436	3.058517	4.903343	4.113814	3.130607	0.756753	3.831026	0.140305	6.307587	3.941006	0.667461	3.872939	1.116236	0.494842
4.598564	0.912772	3.545607	10.046052	0.725551	0.134291	0.77248	5.672784	5.181299	4.195498	10.23789	2.109236	0.531161	1.072831	0.306961	4.159188
0.797973	0.14334	0.264786	1.889229	0.297205	0.26329	2.017601	2.204965	0.59036	0.27687	4.879358	0.985198	0.501358	0.972907	1.216119	0.338713
7.701121	6.010661	4.596063	7.521956	8.257225	0.18334	1.872307	1.187851	14.774386	1.502245	2.861061	3.768245	0.402548	0.235711	0.834191	2.854328
7.76573	3.290814	3.117401	1.667326	2.133514	4.044746	1.688231	0.815957	2.62299	2.855252	10.578295	3.272748	2.982653	1.642492	0.460991	3.009217
1.456159	1.585781	10.971309	4.604464	6.730145	5.952386	0.250971	1.246254	8.880106	6.247485	9.673834	2.724071	0.643297	3.027797	1.086474	1.761294
0.179493	4.069391	9.32953	13.729044	2.727033	2.25097	7.410405	2.499307	2.188291	3.839044	6.934341	0.576271	5.703251	2.354837	4.881131	1.373518
12.676873	0.034418	6.928411	7.469971	3.164605	1.248967	2.764053	8.659378	8.416159	10.0018	15.870995	0.056857	2.002794	3.813624	2.011414	7.726362
4.970138	0.784073	7.797647	2.49461	3.584497	4.419289	1.546501	1.581914	12.690872	0.017232	3.105049	12.257772	0.782319	0.839992	0.813999	8.918468
6.922095	0.194774	5.170595	1.068696	0.215343	0.698409	1.022865	0.867242	6.724359	11.51884	17.700175	0.879786	0.667827	0.959454	3.702479	0.603371
0.179607	1.313773	1.5363	7.984777	2.907616	2.604615	4.911924	0.358427	5.652086	0.421787	3.748567	7.137308	0.137316	4.376958	1.191746	1.966637
2.183649	0.632086	1.14002	1.212741	4.326243	2.679249	1.526578	0.869962	2.239486	3.173539	6.754327	2.162666	3.329041	2.565174	0.178175	0.4761
0.098288	1.220487	2.335516	1.040107	4.12679	3.637263	0.081389	0.532058	0.236289	4.628418	3.364924	1.679557	2.153472	3.669078	1.854421	0.020025
22.133376	0.667624	13.153091	15.899557	8.58887	1.898875	6.143287	1.847641	32.731289	11.585616	28.381644	5.726064	1.630846	6.921952	0.231362	0.301756
0.600923	0.700315	0.11281	0.472363	0.180005	3.885603	0.038548	0.479433	1.776875	3.870714	10.739501	2.769059	0.698554	0.85781	2.603492	3.62287
0.770764	0.196335	0.89467	0.137069	0.550527	1.363595	1.07268	1.131913	2.724355	3.488219	4.261168	0.477097	3.317634	2.415919	0.96041	1.080036
5.765708	10.77929	5.59054	11.122323	34.187159	11.019223	8.352735	2.082908	11.305843	0.885726	8.054564	25.438487	0.412689	2.526627	6.08548	17.009926
2.994907	1.181536	3.552281	3.321012	10.189425	4.955042	2.955938	0.416413	2.004259	0.086131	2.380874	4.065653	2.331225	5.872095	3.870243	1.999916
2.353162	5.589797	8.21492	7.159176	10.42095	1.25	0.039619	1.013312	20.539785	6.754185	7.350656	1.735071	3.153801	0.120438	0.882949	3.532133
7.722234	0.724887	6.180483	1.119753	5.122242	2.086261	1.621603	4.725114	8.361739	12.831343	10.379604	7.670098	0.280502	0.330983	1.822906	3.866642
3.243402	4.147363	2.657967	1.470242	5.226799	5.777855	1.909407	0.310139	4.203325	10.313483	1.578786	8.779617	0.598885	0.244101	3.45221	3.097703
2.637134	0.149101	0.19603	1.980839	1.224498	1.532863	2.12399	0.32917	15.155207	10.728595	9.596558	2.508056	1.810926	1.156423	5.888577	1.514196
3.563016	2.147171	4.86852	3.350253	2.284594	0.563165	0.876514	0.665339	11.974409	6.552577	5.724419	5.386275	0.116211	0.965551	1.603005	1.119601
25.550196	13.376338	11.821275	13.896752	15.312933	7.656792	7.112275	2.430074	39.446713	4.86578	16.931293	22.067771	9.967929	6.127193	1.59841	11.080822
3.748442	11.052658	1.830609	0.057432	2.279851	7.993615	2.723341	7.337305	5.996925	10.606837	2.83158	5.100291	5.436879	17.62463	1.060839	0.81586
6.169778	5.354655	3.804001	3.869498	9.123028	6.082892	2.132694	3.674147	12.25657	0.750328	9.989594	15.513083	5.788534	13.771942	4.007236	11.837046
2.336682	4.930587	2.952009	7.034458	1.309362	6.712486	3.472264	4.738323	2.051822	4.308926	5.472349	10.444059	5.949439	0.114274	4.815514	7.803667
10.438855	7.316672	5.564372	10.105802	5.854799	2.771614	0.283094	2.753691	18.217485	0.161748	18.338826	9.365385	3.938029	2.324983	2.569095	3.742503
1.039983	1.416468	2.418892	1.458217	1.14846	1.765758	1.935755	0.527781	2.20374	0.463703	0.739521	3.743151	0.433255	2.184874	5.013415	5.160527
0.371191	0.44426	0.320735	0.721004	0.901789	2.661273	1.648562	4.08114	2.58452	1.146917	19.836964	0.200733	2.792663	2.349317	3.082603	0.359585
12.085811	2.206204	5.239257	11.714885	12.227161	2.440431	0.469172	1.452286	9.999487	10.167196	11.128878	4.955669	0.254697	0.779959	3.526914	5.673064
1.014067	2.82803	0.546857	1.563529	2.455546	0.751393	1.105788	0.580482	0.989896	10.332643	2.225474	2.35699	2.913267	1.544338	1.182254	2.46186
1.184818	2.450076	5.286016	0.820011	9.566077	4.72301	4.002685	5.034228	3.936354	3.708442	8.372244	3.221031	0.952279	4.55264	1.29014	1.560578
1.288623	0.772507	4.491448	3.187163	0.909777	0.241659	0.422706	2.300557	0.979173	0.201906	2.431891	2.097627	6.103411	1.650687	5.806296	1.649906
7.559041	0.069998	0.539336	0.253275	5.545388	0.416477	0.349036	0.9993	14.000201	11.286326	6.319849	5.99375	2.520042	0.020974	2.58135	3.4832
1.843178	3.125147	0.980977	0.552727	0.633254	1.050175	0.625607	1.158894	1.060643	5.664642	2.814859	4.581712	2.595088	1.618393	1.653528	1.115913
1.965173	0.061741	0.615411	3.256241	1.642844	2.649534	0.538843	1.257404	1.7808	5.731413	5.198297	2.983911	0.504729	3.072842	0.136462	1.16537
8.727941	0.298766	0.852148	5.738898	0.715085	0.965833	1.093124	0.438118	10.451624	0.823093	4.985821	1.334761	0.798986	2.576047	2.382043	2.231209
1.841825	0.54122	2.644809	0.522925	0.085299	4.269415	4.16095	0.189645	0.510593	1.397262	0.824686	0.260911	2.133439	4.086772	1.040139	1.310048
0.18499	1.755112	1.912243	1.792175	0.024568	4.232598	0.023642	5.255412	0.88769	0.913775	1.882612	1.337505	1.512434	1.625841	0.395619	2.575573
23.046476	3.385253	5.219656	12.048641	17.625596	9.196945	2.188278	4.827536	25.72792	14.628316	17.975629	19.435635	3.875181	6.552768	1.822858	10.144667
0.140716	1.5093	6.783685	4.781078	0.604976	1.02305	6.526439	0.155519	2.440933	4.091761	8.729212	0.00691	1.142214	0.509134	1.74409	0.230227
7.860187	0.094415	15.329425	6.38173	5.830862	1.122563	6.169003	0.178172	12.222328	9.761544	10.328591	2.526908	2.313543	1.491727	2.862312	0.991723
1.367439	0.225389	9.255349	13.858717	1.065626	1.536647	3.89251	0.019277	2.950384	6.043536	7.197889	0.001978	0.950131	3.568388	2.789259	0.772183
0.028335	6.911421	8.379196	8.337754	5.327175	0.993739	0.908518	6.246378	9.812772	8.113986	17.185564	7.554791	1.980336	1.240743	0.851242	1.283767
11.831531	2.627229	1.953824	6.11715	5.916783	3.969788	0.771025	8.076476	21.320469	5.083533	15.175582	10.380072	4.230298	0.9761	1.080415	7.918457
20.972708	9.11431	2.284724	16.870729	5.565519	0.78215	2.26059	3.831761	26.394911	0.621178	15.54276	4.205096	11.023165	4.92461	0.201133	4.952858
6.459921	0.004333	0.241115	2.83298	2.863437	1.720364	5.401926	0.223986	14.941659	4.269111	18.609549	4.319547	0.961662	5.834345	2.907098	0.735413
1.910332	2.515847	1.190812	2.519957	0.113467	5.574702	0.198524	2.688062	1.292846	4.527302	4.907173	2.652471	1.630137	0.068899	0.149686	0.603847
1.53278	2.223346	1.517855	7.147758	2.96615	2.626272	1.160524	6.099749	1.919982	1.330183	6.564286	5.423642	1.511651	3.165784	0.586234	3.312511
