VisCent-ContA	VisCent-ContB	VisCent-ContC	VisCent-DefaultA	VisCent-DefaultB	VisCent-DefaultC	VisCent-DorsAttnA	VisCent-DorsAttnB	VisCent-LimbicA	VisCent-LimbicB	VisCent-SalVentAttnA	VisCent-SalVentAttnB	VisCent-SomMotA	VisCent-SomMotB	VisCent-TempPar	VisCent-VisPeri
1.773932	0.249305	0.091405	1.770726	1.681902	1.806124	0.746785	1.877577	2.808114	1.02431	1.603726	0.673605	1.41671	4.967636	0.865107	4.313227
0.027366	0.398626	2.104292	1.416391	2.743125	0.986387	2.429726	2.871021	1.730434	0.384518	1.674361	0.454953	6.534088	0.064577	5.780783	1.050794
1.459784	0.101043	5.988226	1.634724	3.111835	2.894133	1.230046	0.680871	3.668752	5.768528	1.006672	0.759989	1.24344	1.7	1.2013	0.684697
1.317405	1.734017	0.244576	3.247948	1.835332	0.006488	1.121245	5.764476	1.76511	1.233738	0.00423	1.541464	0.975964	7.171797	4.825158	0.86089
1.820747	5.489569	1.286971	1.335761	0.171948	0.928316	10.697127	4.205299	1.450501	3.7354	0.573414	2.704907	5.699325	6.649936	4.961146	0.292916
4.623104	1.387622	1.688033	0.12595	0.536134	3.224131	0.927546	4.786961	3.864148	5.176473	0.931283	3.512088	3.261216	4.178405	0.045828	2.512318
2.578057	4.053836	0.173291	1.004129	3.140758	5.826853	1.62296	0.422678	2.615954	4.152436	3.526036	4.558965	6.165929	8.60855	1.480859	10.220326
1.425163	0.837588	4.316111	8.681723	6.218657	2.82657	0.594254	1.030682	0.709978	2.412817	1.897582	4.093458	0.201016	3.347658	0.455773	3.594199
0.7712	5.41004	5.250769	6.548626	6.751986	7.906764	0.219755	6.260562	6.619609	12.78104	7.767432	6.733079	9.707255	11.866557	2.516314	1.964688
1.802614	1.740808	0.266037	0.235271	0.469151	2.245037	4.726943	0.070225	2.379506	6.098595	2.297924	0.440665	0.09122	7.053267	2.541525	0.519495
2.769372	2.134545	2.035592	2.324701	4.581594	3.299478	0.127581	0.460417	7.927565	0.75611	0.124085	2.033065	9.95194	11.517462	1.026395	2.503354
2.640123	2.161171	5.656249	4.110087	6.192106	2.209606	0.400891	0.700767	11.440922	0.324917	1.3231	0.233935	5.390808	4.306889	1.364669	5.618473
0.907963	0.158484	0.14367	0.155032	1.274345	0.261018	0.039645	0.245908	1.13152	0.535623	0.18214	0.136759	1.138279	1.815578	2.774329	0.37406
4.341803	2.882321	1.835985	1.033978	0.417749	1.490806	0.128582	3.32591	2.957826	2.052319	2.178159	2.051041	1.288794	6.403946	2.318071	3.588967
5.897863	2.363286	0.004512	0.033535	2.252238	1.780635	0.585894	0.047253	5.289234	0.315617	0.515513	0.46976	6.968996	0.2486	1.357871	0.651732
3.082567	0.45708	0.007651	0.222051	6.375903	6.71983	0.634253	2.221184	0.893618	2.046876	0.787086	5.279022	4.623536	4.702699	2.985009	1.59436
0.300469	0.694165	1.444767	0.404588	0.513159	0.81464	0.478964	2.263099	0.400018	1.298389	0.499882	1.018237	0.441832	1.107857	1.859524	0.35896
7.153859	6.340228	8.878003	11.004675	7.014178	0.251382	0.863463	6.107852	3.471806	1.895005	0.327958	3.650517	8.942746	13.489745	1.902146	4.658297
1.544565	1.718608	2.438337	1.8916	1.142259	2.178839	0.775928	5.118892	1.118743	2.401776	6.49196	6.76593	10.255497	8.682721	3.370202	5.906043
1.150465	3.977273	3.15466	0.245865	2.493101	1.081023	6.700601	4.671052	1.440223	6.147823	0.097124	2.618239	0.589125	1.262996	0.411093	0.053647
1.61904	1.668905	3.013118	0.706751	0.576455	5.206771	1.844566	0.162654	1.383718	3.379295	0.217379	1.027729	1.755828	1.917836	4.082737	1.405333
7.031655	8.442127	2.975172	1.480836	2.62522	5.372225	0.226696	1.176568	2.718065	0.557491	0.806632	2.00965	7.308162	3.508135	8.484199	1.799867
3.610605	4.986788	0.91185	2.912073	3.032538	2.80375	1.131294	2.908976	0.664496	0.001176	0.565299	0.246126	1.518007	5.539762	1.112276	1.294917
7.17304	1.1418	12.820019	5.821375	9.61393	2.576989	2.248348	0.020323	5.111569	2.63888	1.511205	0.207946	3.821999	0.838509	2.196004	2.29452
0.533302	0.150424	2.420028	0.295835	0.982843	1.192399	0.249426	0.179162	0.279772	0.517846	0.081145	1.202384	1.443391	1.77592	0.96322	0.416117
1.176872	0.557965	1.580461	0.64564	0.919228	1.361342	0.113548	2.922329	0.579384	0.950179	0.854413	0.448952	1.574907	0.251001	0.796722	0.131982
7.11962	0.665858	0.682118	1.398541	2.754316	3.397111	2.451055	2.848531	5.011312	0.650401	2.142529	0.192137	0.39526	2.995871	2.198103	1.27657
0.094471	0.243278	0.538397	2.688432	0.507027	0.434716	0.328838	0.375838	1.656235	0.83077	1.097916	1.101574	2.189159	5.062657	0.287408	0.147541
4.490774	2.948798	1.097462	2.012158	1.662232	7.755601	0.623574	1.922783	4.059236	4.67179	3.090371	4.252364	0.394828	2.971949	5.569866	3.62496
4.989614	1.76788	0.200299	0.661374	0.066868	2.969843	6.683259	6.316589	4.67938	1.735878	9.323437	4.178293	0.004244	1.104613	8.632096	0.826096
1.76315	1.40287	0.052891	0.721505	0.214187	1.772868	3.911243	9.924969	1.163958	0.611896	1.966326	5.419568	0.764758	3.506843	2.450872	0.648526
2.20091	2.083045	1.349933	1.707906	3.055195	5.664102	1.118033	1.222398	2.372953	3.223732	0.264451	4.033001	1.446289	1.026157	3.693694	0.22839
2.593106	1.682011	2.216871	6.230163	2.068304	0.689698	0.060161	4.496462	4.790717	3.477224	0.914063	1.366453	2.162663	3.219604	0.401319	2.568774
0.695457	1.966595	0.203673	1.108032	2.216148	0.896802	0.459004	0.98911	0.157688	0.009509	0.297445	1.049506	1.117767	0.164647	0.274693	0.19957
5.845846	3.870702	0.005416	1.043429	0.145236	2.850104	2.588767	1.856227	5.49663	0.590685	1.896594	1.79544	0.821041	1.784921	1.126121	0.227678
1.216489	0.607626	4.327189	7.124454	5.495323	7.056562	14.667135	3.25918	1.685541	6.524723	4.170466	3.497673	1.867451	2.774396	5.141823	1.075037
0.854845	0.88812	3.999426	0.215622	1.606802	0.729995	0.067376	0.071972	2.452348	1.782748	0.010871	1.732454	0.081251	4.835641	0.526521	4.182989
5.018493	7.90723	1.13014	0.097009	1.605137	8.128211	1.229594	8.881962	7.467267	5.767209	3.072983	1.177938	14.901399	19.678455	0.538159	3.631188
0.0804	0.801904	1.340883	1.080563	0.03452	0.197637	0.132246	1.439563	0.004278	0.253932	0.385315	0.184207	0.885945	2.23479	0.094575	2.455147
0.597495	0.057521	14.490965	8.315926	1.834851	1.788645	5.199058	4.153713	2.665947	6.363218	3.636405	2.688337	2.363815	0.087393	3.597337	6.82945
6.906128	9.217114	5.820523	5.39508	3.273458	2.060837	0.434504	0.609669	2.959515	3.760738	1.001518	4.969962	9.951215	4.387742	4.243957	1.3243
10.917761	8.360007	0.568719	0.208512	6.223671	3.367149	0.485474	1.161407	9.207386	2.478601	6.363182	1.267714	7.603826	5.913002	5.862723	3.17226
0.439317	3.48624	0.352641	0.126979	0.008502	2.387047	1.164093	4.003361	0.781077	0.262226	1.870196	0.643119	8.823908	4.460701	3.73228	2.119589
1.518193	0.396644	1.369273	0.489617	0.211216	2.248345	0.320427	2.661736	1.189798	0.23559	1.441089	0.043231	4.907515	3.982066	4.155377	0.339152
0.234195	5.093048	3.917566	2.483153	5.812082	4.357464	1.657114	5.903372	0.137606	0.819661	10.790792	6.292701	2.504277	0.198986	0.151328	0.464564
0.438282	0.400597	4.437365	0.736969	1.018444	2.02035	1.833042	1.208107	0.115772	0.08199	0.365128	0.346748	1.704609	0.24634	0.01819	0.706252
1.865875	3.026302	0.513118	0.785631	0.670526	2.742916	0.083616	2.107322	6.166931	2.649462	0.909421	1.83346	1.152923	1.065394	3.335824	1.410936
4.121846	0.898883	3.682451	5.49445	1.42791	4.230274	0.930628	1.978909	4.889594	0.11164	0.274767	0.926115	0.102419	1.572289	5.033278	1.43953
2.58829	2.909884	1.328337	1.065276	1.025276	2.700625	0.633102	0.514694	0.699761	1.041648	6.771125	3.907174	10.377899	0.074572	2.288258	2.410419
6.08904	2.556843	3.585911	0.160497	4.079913	12.513868	1.212117	5.703183	0.976603	7.622499	0.752196	3.728112	18.470536	7.34463	8.317772	3.804599
5.593043	6.773705	0.818936	1.587727	8.949212	7.178071	0.440853	0.520112	2.812556	5.266261	0.429244	4.33292	7.0288	5.383447	6.643202	3.347543
2.435977	4.013325	2.179904	3.260542	2.623116	5.933519	0.561039	2.732269	1.212609	0.77834	2.37929	3.7036	2.755569	2.543761	4.036925	0.929359
0.627959	0.095058	0.524009	1.011332	2.998385	0.087399	0.08679	0.906996	2.630599	1.290107	0.669463	0.797175	0.37084	3.258807	0.25527	0.31351
5.724557	2.010348	2.69043	2.503963	7.033762	2.594996	5.83837	2.386559	2.756233	1.180846	0.478628	1.170731	0.88916	0.189634	3.48179	2.157292
2.205273	6.135454	3.65909	6.468706	1.544839	0.840449	3.51553	1.692521	2.829061	0.815871	1.619221	3.368824	2.655324	2.695032	3.066166	1.410468
4.646045	3.268444	8.768355	1.317875	0.049744	0.37574	1.627886	4.496521	8.964702	1.780923	1.446885	1.893003	0.05457	0.285491	1.204645	0.426772
2.126781	6.352547	6.512726	3.682164	13.40244	10.168563	1.15968	6.978793	6.802212	8.525891	4.377997	8.533909	9.64808	5.498094	6.861451	12.120712
3.728976	5.125495	2.185245	1.463154	0.147538	1.061419	2.955162	2.28691	0.610762	0.293009	0.657027	0.411355	0.579199	4.144599	1.504875	2.650065
0.193911	1.154034	1.791556	0.699963	0.16952	0.882215	0.77765	2.099304	0.588202	1.177516	0.509273	1.00953	0.449573	1.447162	2.219191	0.371258
0.936486	0.940037	0.003729	0.409526	3.340168	2.432864	0.776631	0.395592	0.436851	1.707271	1.094329	0.683749	3.759774	5.638981	0.025453	3.393711
3.435959	1.947444	1.09336	1.219994	2.607139	1.310613	1.398724	3.650579	5.419686	8.962397	5.020471	9.581918	4.056205	1.464388	1.42069	3.391065
