VisPeri-ContA	VisPeri-ContB	VisPeri-ContC	VisPeri-DefaultA	VisPeri-DefaultB	VisPeri-DefaultC	VisPeri-DorsAttnA	VisPeri-DorsAttnB	VisPeri-LimbicA	VisPeri-LimbicB	VisPeri-SalVentAttnA	VisPeri-SalVentAttnB	VisPeri-SomMotA	VisPeri-SomMotB	VisPeri-TempPar	VisPeri-VisCent
2.426351	0.715851	1.160354	1.671016	1.803737	3.15251	3.337249	5.634473	1.072583	1.14381	4.833206	0.377442	20.229824	3.005625	0.375219	10.249943
8.912243	19.994126	2.029077	14.643641	21.870694	10.923062	0.892213	0.163	6.176927	11.5046	1.513403	3.432504	8.28253	2.083186	4.84227	1.164317
10.406406	7.139243	4.137285	7.97307	11.896985	2.208847	0.123376	1.945343	8.272701	14.949283	1.148645	12.774571	18.542058	3.779631	1.837938	1.999186
5.914329	3.787828	3.92104	1.659849	1.421496	1.138748	1.579976	6.26754	14.7593	5.893029	0.7121	7.251757	5.607186	2.262428	0.066294	0.325328
5.655903	0.511625	0.915086	4.286525	4.448829	0.602412	1.363303	4.641312	8.734066	15.088774	2.9696	12.193159	2.391374	0.619692	3.034162	3.989169
10.022846	12.916818	0.433105	1.063384	0.87967	0.535978	1.002594	0.295969	11.670981	0.384534	9.439526	1.460862	5.312825	1.051305	0.20533	10.961327
4.922405	19.01755	0.002056	0.829369	3.4095	1.421239	1.448888	2.120872	7.368524	10.961912	1.173976	5.311263	15.030221	5.863429	3.966411	12.262063
3.236773	3.249133	1.488228	1.706375	3.010866	1.740552	17.733047	8.312479	4.562424	0.611884	1.478547	5.959838	16.30045	0.769976	2.865968	11.666897
13.625824	5.266084	0.895864	1.098307	4.226005	1.666931	1.850848	1.280833	10.293948	3.487435	1.187937	4.642744	7.59077	0.895235	0.541797	5.03071
0.934626	3.182782	1.530122	0.299695	0.280302	1.026632	0.105275	0.751849	7.797126	5.509432	1.011995	0.187758	19.089382	0.246718	2.567614	1.070748
1.463798	8.206018	5.237913	3.280657	1.547846	4.980387	14.620522	3.126882	0.012577	2.044526	1.249011	0.413449	7.49505	0.750654	19.867133	17.950027
2.981334	1.360731	0.170877	2.686734	3.214123	1.108309	0.074417	0.45079	6.597789	5.988566	4.168596	9.791132	3.598343	0.988216	0.951166	1.390272
4.705976	7.895978	1.388037	3.589543	5.724312	2.696922	2.056955	2.064655	16.111242	7.025424	0.478476	0.610718	5.972865	1.349123	1.806406	11.920702
1.666828	6.465434	12.18998	7.572545	14.482149	10.035204	2.667958	0.544287	6.419157	6.47911	2.016258	8.965283	8.185311	1.435004	3.74887	1.101112
15.054395	10.389168	6.086717	8.059058	16.306666	4.254061	2.284693	8.289005	20.446057	26.648391	9.006655	17.542771	24.209681	0.612763	1.235842	10.484601
2.862583	1.817863	5.781786	10.530287	5.690726	1.018896	5.34959	1.261051	1.397535	2.746195	0.11037	0.898944	12.662416	3.568077	0.280329	11.118261
7.188631	2.848558	4.44209	9.149174	10.792518	2.379601	0.52719	0.045784	15.883934	7.662579	0.930504	7.868819	15.050098	2.939552	0.556563	21.575905
1.215215	6.251424	2.734394	6.691273	9.577525	6.678806	0.907138	4.073811	2.363791	0.714454	4.235733	0.257862	14.197465	0.953153	4.826756	2.446052
13.365945	5.44694	0.673544	5.448281	1.111995	0.812104	1.795479	10.77839	7.400024	3.638606	1.545134	6.201607	12.981525	3.959515	0.530357	5.344263
8.573255	7.398908	5.731515	2.172283	7.296563	6.892297	0.783116	3.638517	6.839029	12.17736	4.407315	6.807493	12.601919	0.604107	2.534134	6.04037
4.550274	7.297671	5.947573	5.975671	2.553874	2.758018	12.96167	6.661563	11.438779	7.358721	2.841591	3.786236	13.674349	1.370025	0.411643	0.610019
8.571889	8.319123	3.457137	6.813956	7.17135	2.55378	0.126492	7.793608	14.00635	15.056913	2.093416	16.59772	6.016378	1.842763	0.075059	5.967726
1.211207	8.718942	1.365183	0.752195	1.123264	2.135424	3.645558	1.192494	2.377864	3.700262	5.009388	1.060765	2.746445	3.295136	0.941606	8.060511
6.703148	3.632362	1.009068	0.758028	0.053382	0.236899	3.04222	5.280191	4.1983	3.020973	0.548433	2.459785	5.940621	0.583317	0.530906	0.589059
0.166044	1.106282	2.17803	2.489751	2.174204	1.638648	4.893457	1.052768	0.296834	0.068029	0.31782	0.782976	7.747566	0.822689	2.128569	10.723897
0.161158	0.606049	0.328041	1.961209	3.826091	6.129032	2.36149	5.34964	0.08857	1.451895	2.162624	2.619739	7.614083	6.794407	0.132983	3.864291
1.210545	2.158313	4.706016	1.502574	0.537363	0.107392	0.591109	5.820439	4.792359	1.013228	11.948981	10.309534	10.097835	6.925456	0.594256	1.927968
18.093464	24.977802	9.363427	4.934103	15.178324	12.274742	3.08135	0.000419	14.022202	12.368388	7.816714	2.260306	51.038833	11.960708	2.007509	11.010547
3.054853	12.356729	2.044253	5.710735	4.003748	6.942302	0.599101	0.176832	2.510838	2.733648	1.6406	0.841918	8.410207	0.57691	3.604309	11.985236
2.750736	3.011244	5.309087	8.056724	7.556581	2.415636	4.699314	4.417376	0.46918	0.497591	1.592782	2.153652	30.555048	0.881424	6.964226	19.272163
28.958421	19.665857	8.670747	14.037773	12.980269	4.383129	5.03206	2.446502	43.393127	39.9422	1.061167	32.816938	48.713359	7.161635	3.191153	8.028477
0.789601	2.885102	19.596057	4.51908	7.138835	4.879569	1.051855	0.867405	0.56353	12.058496	1.452433	17.839259	4.344453	1.194019	0.830836	2.449009
2.886762	2.947336	0.451555	0.040614	0.298731	1.926076	2.10414	2.529018	0.846713	2.300614	0.413968	1.431702	2.970131	2.829688	0.613878	3.597034
3.62027	17.309068	5.571953	4.808532	13.188714	6.207918	0.376145	2.874022	5.432603	6.521903	0.524085	6.73993	11.56252	0.320397	7.184408	1.483898
9.468203	22.42796	1.552374	0.404912	5.033101	4.890349	3.701691	3.434851	5.144523	2.461581	13.607023	1.665817	11.868686	16.371693	10.81566	16.389112
14.303312	21.527155	4.035524	2.306586	6.985176	5.402581	0.707544	1.972185	26.702903	9.939374	2.701016	15.470177	24.183453	8.135011	9.868363	17.338596
9.845615	3.714175	0.262152	0.45547	1.790916	3.626927	3.555897	4.535753	15.227577	10.461594	8.560233	9.960782	8.845761	0.719573	0.043893	1.556963
7.531663	4.268095	0.558502	1.868761	7.850484	3.96692	0.479771	1.443468	4.148036	13.382574	2.434334	5.642786	9.185569	1.211615	0.051856	6.116166
1.936189	1.612126	2.458034	0.659543	4.872001	6.478988	5.32585	0.511855	1.907758	2.577475	7.213659	4.405847	2.970314	0.550279	2.823949	2.080852
4.096233	13.660815	1.443406	1.711019	2.721819	1.642831	2.288157	1.422723	0.423443	3.389132	0.02755	2.751935	8.758374	0.044337	0.401372	1.4361
13.335732	24.695298	6.760289	9.61487	6.412663	5.453819	0.856364	4.264773	22.182477	13.716102	1.150909	5.866778	10.862047	2.797884	4.325443	7.831108
1.795134	4.700081	4.426411	3.824654	4.479367	1.888825	12.545828	2.824067	3.353189	3.501568	0.907518	1.435006	4.313118	1.365568	2.573937	18.287336
6.768341	12.227863	0.835051	5.658514	2.100676	4.974817	0.743685	6.824474	4.86689	4.424153	0.557826	2.416601	18.29398	2.863973	7.185981	1.202382
0.434094	0.670358	1.38087	12.466469	10.063645	2.674573	3.830131	1.007705	0.706582	5.126112	2.38705	2.46676	2.546921	1.512259	1.772997	2.992428
4.826679	4.685942	0.516496	2.980569	6.323751	11.764052	2.385404	2.032639	8.925072	14.139213	2.617053	7.415433	26.735624	5.996201	3.562859	8.733093
0.544888	1.044539	3.550905	2.364456	0.509067	0.463591	3.0602	6.485043	0.515352	0.442093	4.348075	1.080586	17.17626	0.007485	3.264705	8.011072
12.980468	15.700159	7.164136	12.50436	15.923161	13.052063	1.312014	7.340477	6.527051	4.755071	2.169865	4.95776	39.74406	2.657179	19.120165	8.526985
18.175415	22.047444	1.945959	2.095372	9.46709	6.743375	8.835567	16.041655	10.95001	12.910118	5.874824	10.667582	27.307998	3.010145	2.826669	6.252636
1.65102	0.485263	4.841226	5.164217	12.681136	4.551684	3.230253	2.957593	3.796806	20.327961	3.687583	9.223711	11.603831	3.02128	3.400051	1.514095
0.760889	5.324833	5.010834	1.501953	4.551557	0.993781	10.403036	0.389415	5.857631	2.186747	1.358252	1.659861	7.740711	3.031042	0.026752	1.023881
3.002068	8.250755	3.981708	7.487685	19.280242	13.603223	0.452089	9.495094	3.368395	6.139294	15.467385	2.794235	26.079799	4.194141	2.824071	16.232411
4.589516	4.607804	5.444688	2.706643	0.21529	2.314604	4.329677	4.877453	7.246451	3.431379	6.123307	3.096612	5.133249	1.024329	1.84744	23.157904
4.156999	13.737947	0.20946	2.486939	7.683312	5.598093	1.74606	3.54981	8.917857	11.025131	0.445573	2.968088	4.336432	0.534904	12.1403	2.792239
1.853489	3.987635	0.326949	4.2861	8.804272	0.589195	4.337011	2.583183	6.987871	9.738491	1.980436	5.412794	4.289467	3.581643	2.567937	6.977223
4.778374	0.082938	0.244131	4.707343	0.52913	1.029147	2.581491	7.661413	12.736089	10.871378	6.110271	15.733071	4.462292	3.624704	1.228777	2.539126
3.721824	3.589058	3.787487	0.815448	4.308468	16.515732	0.838859	12.789471	0.85428	2.529051	10.365887	3.728852	26.725009	9.777586	10.176033	18.777743
0.343523	4.60298	0.639293	0.784751	1.869977	3.957043	7.126637	4.535781	1.402172	3.71454	1.921393	1.03858	2.820491	1.368986	0.814755	2.197759
6.33081	4.076949	0.105392	1.475181	4.181952	5.269664	9.535168	6.381233	6.668776	3.697666	3.797963	4.724639	17.737303	7.074193	13.233658	5.968559
6.139657	4.202104	1.232848	1.072002	11.473597	5.27381	0.163758	7.364187	15.306126	6.883451	1.05088	1.513169	11.611108	7.702844	1.749869	8.679372
7.693046	6.598601	10.963629	5.142125	5.527224	3.71057	0.941015	0.057081	5.835119	6.039113	5.996995	4.172767	1.313271	0.567725	12.016044	11.35485
6.876229	5.747792	2.290874	11.723174	4.461513	3.226461	1.634123	0.573238	7.630309	12.444277	0.620333	9.461341	8.846768	0.766574	5.768577	16.059865
2.245516	6.173189	0.296344	0.912501	2.624293	1.828832	2.600909	1.563927	9.699787	13.359215	5.510183	5.469493	8.376167	0.490872	1.08386	4.008025
4.751084	6.282938	2.429934	4.780138	5.491919	4.372284	1.089873	10.194564	10.463237	8.979221	0.877044	4.060545	9.618115	1.771856	0.337341	0.7602
20.767379	30.001653	3.247602	5.601725	6.845789	7.383521	2.005471	1.190109	7.940432	5.927381	0.097917	4.22141	31.431435	6.401092	2.411866	6.679346
7.493922	6.658917	0.362758	0.530791	2.293655	0.723145	1.49747	1.466231	1.164626	5.031454	0.269383	4.575822	27.865924	4.194614	2.065011	3.731298
1.560985	1.37808	2.583089	5.193206	13.712825	7.082894	0.992582	1.028071	6.854674	8.894188	0.417235	12.427137	3.369687	3.5881	1.749011	5.931211
0.298708	0.547423	5.081018	2.394593	0.484241	6.403749	3.164448	9.863602	5.290066	4.492138	7.267805	12.446488	3.411791	0.641473	9.168429	4.426306
