TempPar-ContA	TempPar-ContB	TempPar-ContC	TempPar-DefaultA	TempPar-DefaultB	TempPar-DefaultC	TempPar-DorsAttnA	TempPar-DorsAttnB	TempPar-LimbicA	TempPar-LimbicB	TempPar-SalVentAttnA	TempPar-SalVentAttnB	TempPar-SomMotA	TempPar-SomMotB	TempPar-VisCent	TempPar-VisPeri
1.20449	0.992178	0.522367	0.73573	0.782722	1.226345	1.349406	0.368742	7.818993	4.119947	18.010313	1.99652	0.158017	0.168196	3.920473	1.069948
0.775708	2.158335	1.293281	0.491834	1.442151	1.199243	2.405556	0.726652	0.323189	0.073792	4.031113	0.169541	2.21275	7.067059	4.42569	3.789941
1.887673	10.122911	0.157836	1.526944	4.419258	2.728948	2.182402	5.119833	0.414932	1.639173	5.711128	0.541562	4.716158	4.432061	1.308421	0.989745
3.836871	1.910591	0.238194	2.237825	7.814956	3.764222	0.994442	2.158595	4.697371	0.824767	0.397222	1.093584	10.530588	5.019526	8.729513	4.675862
8.029215	10.445026	1.013081	4.906757	1.913937	7.206762	3.656467	4.683588	6.29254	9.685169	8.660741	8.278896	5.997544	1.191124	3.401479	1.638717
1.425972	0.361294	2.145556	0.562806	10.850572	13.316021	9.024051	2.128422	1.096287	1.715274	0.174123	0.592958	1.386307	2.613741	1.047294	0.493892
0.627125	1.194944	0.770672	1.756766	1.118906	12.967388	3.157015	0.182039	0.402977	0.509903	0.515169	2.090009	3.513698	0.073062	3.834331	2.268032
2.237397	2.186972	2.958375	0.197664	0.714735	4.842176	0.575713	1.595359	1.142166	0.674583	0.847474	0.265356	1.410703	1.232842	0.394406	1.261084
2.056648	0.236572	1.217631	0.934328	1.585484	2.119039	6.441229	4.814749	4.215066	0.582625	0.496902	0.610996	0.27673	10.277339	1.465276	0.254336
9.31054	4.315211	2.212058	7.995085	1.530011	0.313503	0.988036	0.712398	5.905572	5.945756	4.893282	3.095594	0.222804	1.871839	1.583269	2.596471
2.072649	3.961862	0.786643	2.199812	1.608712	4.997689	3.604874	10.681758	1.945642	4.791272	9.614815	3.413499	1.575693	0.695532	0.983081	0.235352
3.527501	3.711328	4.16014	8.135459	2.261069	5.3628	2.233231	1.426516	5.00009	4.706306	1.386059	4.858441	5.249103	7.322441	0.920307	0.136992
0.158775	0.287401	0.134151	0.508461	4.797134	4.868151	4.795063	0.222304	0.55779	1.016922	2.581697	0.058013	1.371134	2.363814	1.576295	3.88111
0.147755	0.602142	0.90575	0.505598	2.385678	0.213175	1.39121	1.215762	2.050161	4.072467	2.117138	1.852046	1.850533	1.135001	4.634165	3.107393
0.140854	0.562348	0.233333	1.225734	6.62066	1.20784	3.349963	2.39038	0.84105	3.434623	4.322034	4.029124	4.012183	2.380783	8.673189	1.355691
4.015996	4.056132	3.471159	1.295465	3.012075	3.891898	5.397529	2.266957	12.564814	1.945513	1.708709	1.595744	1.885975	4.687969	1.20655	0.743688
1.199017	3.84516	1.99742	5.61996	1.995365	3.175587	1.909784	5.44049	0.278596	1.653757	1.296069	0.315602	3.328981	4.198805	2.320895	7.967184
2.842959	3.868203	3.510695	6.088585	4.641891	8.502249	5.116426	1.117916	1.900196	4.39522	0.980092	2.355417	0.246708	1.262301	0.432504	0.787076
8.684395	2.014437	4.773463	3.888111	0.898519	13.957766	14.405984	12.995801	12.707576	11.680578	5.515057	10.936837	0.746072	9.883638	14.694544	6.245799
2.578559	9.794102	7.983495	13.35692	17.127377	31.596675	3.865682	1.578392	3.983937	2.537036	6.795337	1.619699	2.895205	6.583933	3.743003	1.43726
0.31283	0.453398	4.566557	3.734401	0.971158	9.237209	1.604885	1.100495	0.324722	0.723321	0.636562	1.95164	1.376031	2.056889	1.542334	4.131318
0.091412	2.93677	0.371325	0.612327	5.947039	3.304454	6.149824	0.200394	2.019708	9.257832	11.033832	19.294174	4.92321	6.057933	2.254558	5.899613
0.233681	0.018552	0.697012	4.193146	0.188	0.478787	0.503118	0.742161	0.203832	3.461896	4.720179	5.083084	1.759632	2.749333	0.077694	2.912982
0.049815	1.644411	0.72973	0.943703	2.644549	0.853382	0.295969	2.574816	0.670432	0.605052	3.266331	0.603605	3.791118	4.362138	2.469056	3.598309
0.887331	1.422971	0.363523	0.994993	4.434176	0.118253	5.362318	4.632481	1.133915	1.980367	4.074179	2.658992	0.358757	1.288976	0.830776	0.16861
1.998046	0.447939	0.388721	2.06975	8.311874	0.775879	1.886516	1.425553	6.022191	13.374366	3.594349	7.208472	1.989313	1.279348	0.585243	0.46037
2.708998	6.566147	4.022944	7.729707	5.27285	1.0685	5.1637	1.68721	1.000416	3.277146	2.493718	5.036977	0.136039	0.976633	0.641016	0.225348
1.182818	5.705315	0.862579	1.162713	2.008382	1.619094	15.225902	6.020725	1.074435	1.430428	13.399203	1.751085	1.761766	3.301468	1.223227	0.204948
1.028852	2.788801	1.810265	1.618397	1.134672	2.826268	3.426366	0.179442	0.23593	0.893456	4.5494	0.979546	1.256037	5.845279	4.5526	0.96233
0.572855	0.880941	6.61855	6.933227	3.302558	3.838139	11.060836	3.87831	0.876773	0.925145	3.248924	3.576619	0.593656	0.319645	3.999925	0.05522
1.917601	3.423887	4.697389	0.419268	2.564091	0.592638	1.743227	0.010505	2.622196	0.25743	0.063388	0.857895	0.480659	4.277899	1.401996	0.821681
2.375007	1.289868	2.267177	1.753468	0.351798	1.383314	1.897924	1.204638	4.122483	4.623009	0.584114	0.233099	1.21568	5.141324	8.893423	4.653299
10.236727	0.257875	2.600272	5.332316	0.310899	10.335461	7.204761	2.680968	11.303098	4.990425	1.600871	3.161059	2.765038	1.370162	3.166623	1.46315
4.260013	0.755823	0.72059	0.475606	8.091659	10.683208	5.754523	1.794397	5.032692	6.673622	2.672406	3.756406	3.567528	5.217715	0.989742	1.392784
2.315343	5.876636	1.711759	2.753836	0.103784	1.317084	2.097847	1.354055	4.210696	0.256934	1.281682	0.161633	14.758307	9.998791	8.851985	14.127767
0.192053	9.012053	1.196645	6.397212	3.880986	6.560473	1.403703	1.757803	0.755927	0.537416	3.353253	1.046264	2.837251	8.948391	6.153802	4.52405
2.003161	0.094742	6.665394	1.538082	2.388349	6.699783	0.548747	1.711648	3.25321	1.72841	0.367021	2.090898	3.320849	1.684676	12.250738	6.142553
1.199905	1.294792	0.268139	0.442613	0.309524	1.313037	1.572266	1.424597	1.724356	1.709196	1.623945	1.456933	5.39256	0.08072	2.825833	3.710285
3.828813	2.392357	1.805315	3.797945	5.386966	2.142331	1.976296	1.581673	3.33035	2.110789	3.546067	3.43001	0.627159	2.482394	0.726547	1.684738
7.587465	9.641636	8.824984	4.578729	2.910766	2.861451	13.390512	1.730635	1.290961	10.745396	0.908897	5.864263	0.873957	12.565476	3.917805	2.289445
1.46532	7.941908	1.125798	0.569422	1.032649	2.330449	1.310764	3.09676	0.692578	1.659758	0.626321	0.865778	4.559608	10.239616	3.446636	2.784389
4.199856	0.508143	1.08203	0.345707	3.780884	8.828217	0.80091	2.076523	8.772881	1.359502	0.663076	2.618826	0.007181	0.903219	4.34207	0.477265
2.806557	0.589278	0.062944	1.38047	0.214107	10.216788	1.549781	0.739996	1.09541	0.89578	3.007752	2.238686	0.861532	6.832241	1.97766	0.724184
1.57517	0.651902	1.746433	5.247509	0.393621	1.940873	2.129612	0.705407	3.156921	2.711456	5.141392	5.049956	0.680425	3.584881	2.162088	3.397972
1.917417	9.254187	3.522772	2.005192	2.054391	2.448183	1.98823	1.727724	2.648675	0.982045	2.3667	1.503866	0.903172	1.754339	1.022005	0.736053
1.161646	1.27045	4.937446	8.193835	1.071736	1.699508	2.197985	0.134046	0.685381	1.703631	2.289145	0.462736	8.101065	12.863331	0.172426	0.336015
1.591153	0.568848	1.284202	2.688228	0.850907	0.568071	4.331352	0.407332	0.724354	0.503668	1.193903	4.925486	1.989783	5.605363	1.446825	0.360841
0.230438	3.947655	0.843481	0.207433	0.623747	3.522455	6.561848	3.824294	0.239018	0.633336	3.969362	2.659967	1.121082	0.461013	5.975706	1.936859
1.109871	2.527065	3.259337	12.236244	3.639898	0.717252	0.308055	2.612479	2.43921	10.862383	1.059676	4.083979	2.289962	3.365286	4.928233	0.747478
4.29813	1.89396	0.610539	1.89645	4.886083	3.269022	2.406508	2.871465	8.938433	2.495827	0.157665	2.16597	2.51101	1.818149	2.375414	1.514641
1.571406	1.184115	0.913347	1.473896	2.332725	2.089496	0.207727	0.014546	2.092572	5.605109	0.531081	4.784312	5.554048	4.757237	1.710996	5.64055
22.584273	14.384287	1.515086	6.316874	4.505394	2.618636	4.665644	2.644027	12.168351	4.245645	6.791751	7.169305	9.482609	3.692162	0.709622	12.316625
0.094737	3.91152	0.06341	0.37403	2.132435	1.828878	2.283113	0.567444	0.330482	0.307527	1.16468	0.5145	4.935903	0.328434	1.251626	1.122912
2.707357	0.434583	1.310348	0.309834	0.270462	1.344908	6.912408	0.57959	3.029734	1.20889	4.660183	1.619773	0.254446	1.79432	3.598091	0.115634
2.785007	2.023083	0.386508	2.544166	1.781728	4.865951	10.51914	10.563111	0.172152	1.968211	9.890561	1.605302	3.357994	0.916402	0.206915	3.061127
0.347568	4.510451	1.192648	1.073906	10.396925	7.810319	11.766505	4.678166	1.950358	8.634277	1.530799	3.531296	16.507327	17.771554	16.195432	12.986413
2.390807	2.277303	0.319496	2.281783	2.348886	2.953446	1.947709	1.013691	3.147868	0.75915	1.363961	1.532672	6.45886	3.419813	4.721168	4.504034
1.889711	8.506747	0.76181	1.07891	4.39347	2.125632	7.147985	1.495342	2.890514	0.152964	0.12466	3.244892	8.369513	2.862881	6.969921	2.946901
1.151566	1.380317	0.42019	0.215423	0.84789	1.059944	0.884171	3.356459	0.128091	3.408434	0.611272	1.690591	0.952093	2.642122	5.522528	0.597203
4.546666	7.292417	4.605829	1.220054	0.250534	1.935735	1.694535	7.37588	1.512453	1.242796	1.176002	1.081958	2.82333	0.413602	1.363143	1.376114
