DorsAttnB-ContA	DorsAttnB-ContB	DorsAttnB-ContC	DorsAttnB-DefaultA	DorsAttnB-DefaultB	DorsAttnB-DefaultC	DorsAttnB-DorsAttnA	DorsAttnB-LimbicA	DorsAttnB-LimbicB	DorsAttnB-SalVentAttnA	DorsAttnB-SalVentAttnB	DorsAttnB-SomMotA	DorsAttnB-SomMotB	DorsAttnB-TempPar	DorsAttnB-VisCent	DorsAttnB-VisPeri
1.610236	1.795903	5.49382	0.886255	1.25023	1.677772	8.449723	0.496025	0.237043	3.233254	0.637831	0.325348	0.923735	2.524082	1.251511	0.761027
0.713927	0.479523	0.010455	1.019202	1.155403	7.733744	3.340875	0.513406	0.001859	1.176167	0.130543	1.595332	0.971659	9.058055	7.558299	0.055207
0.501566	0.802693	2.767799	0.932705	0.059716	0.168991	1.380857	0.717676	0.273342	3.453643	1.069951	1.760648	0.784225	0.369417	6.056204	1.446561
3.288999	3.661478	0.808957	1.605812	1.239417	0.328964	5.331526	1.501536	0.802895	0.525281	1.340789	4.220767	2.517828	0.215679	0.190791	4.204933
1.239885	4.617479	2.412491	1.764121	0.779799	2.766951	0.726403	3.198127	2.809036	0.72311	1.953084	1.246257	5.867169	3.429419	5.87777	1.747797
3.839213	0.210432	0.091805	2.931798	0.818094	0.436637	2.245947	0.515248	0.006171	0.575609	0.662196	2.19363	0.251858	1.259765	0.760116	7.431385
0.383718	9.55346	0.553505	1.332655	1.228494	0.404794	2.72328	0.534914	2.268485	4.254007	0.068393	1.395913	0.359371	1.704482	0.553403	2.258339
2.824714	4.530657	0.322558	2.406329	0.313988	2.064271	0.806596	7.180229	2.461203	0.917136	1.482147	3.169405	11.027533	0.438005	0.22728	5.880699
1.884016	2.73686	0.990981	1.107165	1.27657	1.888422	8.632271	1.443702	0.151409	2.706727	0.458571	1.690345	5.15255	0.813695	0.774653	8.970917
2.186598	9.798594	2.634427	1.53839	0.611207	1.598884	0.136886	3.462646	3.169839	6.661693	1.935553	5.667633	11.516986	2.143664	0.534495	5.934749
2.977736	4.478877	2.971437	1.895948	0.367531	1.478048	0.782303	0.044959	0.38371	0.198668	0.446349	3.444356	0.184497	0.525639	0.487859	0.139705
0.245794	0.904409	0.436695	0.432676	0.152199	0.162854	0.744079	2.001268	2.797315	6.17518	1.492416	2.075821	4.532957	0.434868	0.488377	1.685362
4.648992	6.489251	0.506045	0.99864	1.224437	2.031439	0.417106	3.342607	0.314317	0.176128	1.537654	0.578517	0.106494	1.745799	0.555482	1.359922
6.662453	0.68015	6.739162	0.70881	2.646866	4.562384	6.359795	2.947312	3.27283	4.682805	6.713919	1.901674	0.684332	11.855116	0.099878	1.997014
0.609662	9.977397	0.204222	0.604671	2.35559	6.392191	2.866431	1.330101	1.447738	1.215237	0.117843	1.037056	6.259338	0.709091	2.232172	1.108215
6.266423	1.299807	2.043142	1.93482	2.729206	3.722471	0.7061	0.790599	0.342235	3.141232	0.039756	0.541484	1.415655	1.689504	1.800776	0.250496
3.686142	0.849512	1.84233	2.784268	1.403472	0.546549	3.286136	4.275202	4.644378	2.544773	6.12791	2.298533	1.303944	1.344029	0.914522	2.493964
1.68457	0.209234	1.158308	0.340207	1.440704	0.409323	1.109186	1.344104	9.780831	4.506479	3.696202	1.048269	0.570656	4.08785	0.472065	4.548786
0.834087	1.449867	4.676931	2.029955	3.064755	0.725864	1.281367	2.985256	4.089236	0.195729	3.098739	1.529382	3.704935	0.516126	9.266682	2.356797
0.822537	2.308059	7.474732	1.55901	0.404442	0.589439	8.338526	0.144473	2.573279	2.491443	2.889653	5.892179	6.933792	0.643522	0.783258	1.200545
0.040302	0.965443	0.55606	1.171557	0.304033	0.917367	2.459351	1.166254	0.022969	2.606793	0.484102	2.950576	8.146066	3.769274	1.191905	0.201593
3.144103	0.08641	0.957166	0.239382	1.302455	1.751413	1.051346	1.813396	0.826493	0.464852	1.370965	0.025956	1.715424	0.190226	0.726186	0.464647
8.681005	3.464074	0.430287	1.25433	0.613537	0.303268	2.904705	10.786594	3.205261	3.451071	4.86027	1.540116	0.891689	3.064973	1.441729	0.336692
4.640587	4.880389	2.997347	1.023932	3.059753	2.078663	1.222093	6.349058	7.027206	3.80293	5.324613	10.273483	2.188923	1.207278	1.110311	8.875718
3.135295	0.930382	1.524809	2.945672	4.84409	4.189178	2.699619	2.590172	3.890016	2.870181	1.864064	1.597538	2.364346	2.33648	0.283942	6.593102
4.298042	1.55229	0.104012	0.212112	0.485336	4.208924	2.985631	1.279808	0.496879	0.712965	0.930332	2.839355	2.446636	2.106789	1.966144	0.465777
0.875541	1.123094	1.276504	1.615604	0.292968	0.067303	0.832625	0.849188	2.203932	1.849783	0.197244	3.602497	7.644857	0.159166	0.214963	0.590353
12.509556	11.216998	2.865851	3.464146	3.080653	0.085097	5.053709	17.045078	5.533013	1.710181	7.928567	0.216654	5.8999	1.896695	6.195215	0.781022
0.801294	0.884749	1.943679	0.782771	0.624422	0.062173	10.518318	0.277734	4.766598	0.047549	0.00866	0.844249	7.544636	0.456515	0.115283	1.201218
1.345644	0.222486	1.95725	0.35896	2.832397	3.652415	4.17503	2.466687	3.686975	1.212896	2.387318	0.742755	1.29642	1.481899	6.449403	0.018291
2.357502	0.568392	1.610898	1.813106	0.07186	2.076384	7.020569	0.935325	0.47007	0.506337	0.27777	1.241941	1.377649	0.683874	0.917308	1.380789
1.45602	0.929317	3.95168	0.864919	0.840206	2.259503	1.710707	0.363064	6.025999	0.156174	3.512773	3.422979	1.406054	6.154198	1.114565	3.229825
1.011536	3.65951	0.010952	2.516869	0.129818	2.483183	1.82421	1.428915	0.64321	11.731795	0.951541	3.515691	4.0373	4.025349	2.286286	1.719352
1.127643	1.184172	2.342325	0.952333	0.580604	0.783414	5.005456	1.033016	1.345984	10.446349	5.193498	0.447559	1.119883	0.124777	3.456838	0.046501
0.526297	1.897136	1.681257	0.674525	3.316889	0.849085	1.199116	0.555366	0.068665	0.894405	0.425935	4.517297	0.005216	0.398583	0.585384	3.875127
0.625392	2.702197	0.230056	0.746785	2.831041	2.70205	4.055944	1.688239	0.36945	4.266221	0.442589	2.103019	1.312812	4.120092	1.754984	4.118573
3.110476	1.059631	3.04657	4.510073	0.000942	0.347783	1.1538	6.596914	4.534053	0.997428	1.06984	1.623636	3.443494	2.707293	5.964226	3.768091
0.270588	0.338488	1.377907	1.313702	2.030035	1.653329	4.896946	0.425086	0.030322	5.989481	1.551249	4.457246	3.040648	0.698394	12.920051	0.778113
0.860304	1.376138	2.229051	2.996913	1.379965	0.088878	1.970207	3.574843	4.947379	2.30987	0.465645	4.545186	4.443143	1.349987	0.536326	10.565818
1.044532	1.956455	5.002378	3.488275	6.631004	5.135565	4.071297	2.932572	5.488556	2.715935	0.68517	13.08165	2.645635	0.497823	3.339077	1.1115
5.101484	8.104659	0.14112	1.369586	3.12592	2.098143	3.524726	6.384264	0.969958	0.896757	0.688363	2.258811	3.257404	0.991647	0.046401	1.164991
1.797019	1.186482	1.438546	2.564419	0.204119	0.258707	17.221902	2.52404	3.837908	1.394584	0.123924	0.671778	0.728189	1.237014	1.382217	1.522708
4.085877	4.265344	0.105039	1.006067	1.014647	4.687558	11.574614	9.112869	5.703045	6.865437	9.336749	15.238155	7.543146	7.887867	16.050671	6.182943
1.164034	0.479349	10.746856	3.358091	3.894363	0.270518	4.224005	7.736798	4.588076	7.271727	3.142933	0.823629	1.681378	1.673016	2.236665	0.431092
5.313489	2.228426	2.26178	4.294852	6.88179	5.93434	9.520716	4.263964	3.179961	2.31534	0.336102	0.740027	1.363716	5.717312	0.126332	0.922071
3.268399	3.0114	0.026029	1.650742	0.06305	1.451435	2.091528	6.666024	1.602133	4.5783	0.326699	4.658174	4.745921	1.392363	4.32628	1.140064
0.225632	7.025273	1.320789	0.870529	2.953074	0.823646	0.979057	2.084172	0.946426	6.870127	0.339724	11.748296	2.388342	2.38661	2.899348	7.424506
3.858404	1.235132	1.4981	1.574491	5.101066	4.634732	1.651189	12.682734	3.173889	0.359927	6.454273	0.940561	5.622273	0.187325	0.626193	4.138902
0.306361	4.038564	0.960475	1.771752	6.297265	5.614088	2.434494	0.582474	1.80875	7.377537	2.478587	2.625911	1.388679	0.457991	11.12337	0.158274
0.237716	2.316138	2.315614	2.522398	6.748162	4.690552	5.077966	0.745364	0.082029	4.518233	0.49983	2.086151	7.94247	0.62899	3.506998	2.189956
2.697512	0.737835	1.39696	1.802094	1.81001	0.366534	0.388448	7.883001	6.364708	3.775319	4.545228	0.158091	0.050729	0.798578	0.796668	0.666581
0.479889	0.891882	3.922638	1.310521	1.765049	1.13811	3.466633	2.601437	0.808994	0.146009	0.729994	1.25719	0.663526	3.932161	1.213618	1.90303
3.721393	9.873003	0.763029	0.316229	1.535266	3.439598	1.029206	11.243351	4.586042	1.607418	2.224606	0.314669	2.575748	0.122453	1.256226	0.392687
1.461327	0.009421	2.409851	1.511584	0.744953	8.752897	2.149671	3.426736	11.826561	8.211016	7.74576	8.451644	1.894095	11.129932	11.24422	1.281822
0.148071	5.218526	6.532752	5.845224	1.141701	4.938445	0.208373	2.528278	4.210312	0.873038	6.228134	0.214064	1.787175	4.815607	0.170052	2.93061
1.309458	1.665772	1.761238	1.243257	0.421453	4.416526	2.99127	0.548433	3.414656	7.03792	0.179878	0.612629	5.411614	2.685981	3.856505	2.553279
0.6757	7.627264	0.296879	3.487273	0.607898	6.003486	1.78389	0.842498	1.331026	5.814192	3.376187	5.153412	0.016765	0.868045	3.635239	5.987536
0.533981	2.6343	1.8319	0.389868	0.875955	1.429385	0.063916	0.444126	0.020637	0.61946	0.34626	0.225685	0.629566	1.782343	0.397909	0.307086
3.612904	0.524166	0.752899	3.26785	0.21963	0.516131	1.078637	1.112629	0.588601	0.746208	1.856519	1.250093	4.408671	0.122694	2.494578	0.023585
0.288981	2.36321	0.466722	0.277383	1.721735	0.030781	2.044684	3.611141	2.156032	2.433391	4.007444	4.791066	3.395446	1.179607	0.326079	2.030466
1.226817	3.837393	2.879099	5.75079	3.302156	1.889658	4.321383	6.200054	4.097463	0.986734	4.129105	4.239914	3.582966	0.935779	2.140341	4.002747
2.033143	0.097902	0.310659	0.051179	2.523891	3.991412	1.150071	4.372837	0.368869	2.033731	1.040204	0.72454	0.217582	4.593121	3.293802	1.338672
2.615952	1.340512	2.174743	2.308801	0.47309	5.703072	4.224612	1.859603	2.926275	2.242318	2.614757	0.34245	0.458495	6.516096	2.527774	0.992716
3.203273	1.131614	1.209289	0.0396	0.69896	2.027307	3.419734	1.421949	4.103456	6.988357	4.181026	7.494768	1.464967	0.961181	3.64519	6.301335
2.275275	2.072208	3.301251	0.93105	1.73471	0.933202	0.204509	0.866799	4.781849	1.554417	2.106622	3.447596	7.893506	0.507336	0.119425	5.146625
