SomMotA-ContA	SomMotA-ContB	SomMotA-ContC	SomMotA-DefaultA	SomMotA-DefaultB	SomMotA-DefaultC	SomMotA-DorsAttnA	SomMotA-DorsAttnB	SomMotA-LimbicA	SomMotA-LimbicB	SomMotA-SalVentAttnA	SomMotA-SalVentAttnB	SomMotA-SomMotB	SomMotA-TempPar	SomMotA-VisCent	SomMotA-VisPeri
6.033319	13.47255	2.587018	0.532054	1.790581	4.832729	2.755266	3.573606	2.016256	6.65609	0.34044	2.37327	27.612524	10.777053	22.134233	20.179858
6.695886	0.700561	2.325035	2.345914	2.090908	0.834918	1.664537	4.415006	14.380105	8.931001	4.817495	6.619191	0.288751	0.650802	3.231794	1.290463
5.64125	5.867043	2.586832	4.200843	12.999664	9.196373	0.721718	0.927867	20.619498	21.689881	2.260181	12.433514	6.911319	2.548841	21.335849	22.807238
7.987769	13.64784	7.330264	4.358659	13.494794	10.939166	3.660409	3.547126	25.190633	12.84105	0.789309	17.037749	7.729466	4.860226	4.920093	15.354945
16.336884	9.764857	8.432621	10.194481	18.966261	4.929703	1.62718	12.296421	33.931937	42.473477	16.516408	31.520315	10.795889	1.153586	17.90712	0.571587
3.746806	1.873393	4.564522	11.2092	5.068055	4.41996	7.145748	1.184206	4.618808	11.910551	2.348133	6.814602	1.457673	0.080546	11.443162	5.616413
6.988547	2.620755	7.505701	4.703023	11.973175	7.473556	1.492093	2.244213	13.618606	9.669859	1.512473	10.445397	3.985491	0.107436	18.45115	12.991759
7.789824	12.148628	4.179043	5.534595	8.827906	7.767557	1.829263	3.992091	15.777913	13.15624	1.901689	8.48147	3.117108	6.454925	3.246443	6.4129
6.752609	3.190066	0.925568	3.358065	8.232853	0.934006	0.222938	10.471278	6.161344	2.228991	1.538312	5.327413	1.893941	3.103446	0.801371	0.674446
10.734432	9.138014	9.486238	2.383326	2.306023	3.488077	3.971558	7.151918	10.438651	19.907844	0.486187	13.151123	1.182742	1.324578	0.981535	3.949377
17.493572	16.964445	8.809907	7.203973	17.910436	1.553661	2.46564	3.45628	16.545959	10.587831	0.287706	10.926293	4.039401	0.996504	2.034849	1.313074
9.827331	18.924705	6.32031	7.811453	19.183357	12.335893	0.828545	13.809802	14.080001	20.021961	0.160641	30.598221	6.575942	3.637052	25.351037	17.147497
2.382538	8.563945	6.221177	5.747493	5.05016	0.143726	0.890445	0.004496	6.155676	10.294253	1.799449	9.129106	1.47715	1.565115	5.126017	4.737237
13.899332	11.446429	0.271278	0.237635	0.390747	1.063838	1.354297	7.874083	2.265333	2.797455	0.314835	3.441257	6.756538	0.973587	3.151993	24.464282
0.063089	0.029121	0.355364	0.952238	0.955365	1.509296	1.920816	0.359369	0.839959	0.85342	2.826491	4.028162	3.674853	1.587717	12.682379	0.713832
1.846605	2.496238	0.563733	0.296263	3.012636	6.989208	4.90608	1.184942	0.270095	0.166761	1.176082	2.423017	9.657302	0.197164	2.644771	17.567217
3.920975	8.25472	6.571352	1.066001	1.461799	4.821161	0.602441	2.711136	1.248653	1.135331	8.331021	1.613565	29.907674	1.968462	2.207322	16.736935
17.628664	21.174756	6.533602	3.220028	15.815061	7.014576	6.147345	0.025158	19.339015	16.94129	3.262346	3.746858	24.089062	0.213769	6.89058	26.514359
6.943944	9.828905	9.740982	9.577646	9.87225	4.696387	0.186179	1.397673	7.368025	3.245093	0.438815	2.593998	4.549175	3.811831	3.049767	14.022227
3.113912	2.514366	1.965555	4.694338	4.490892	0.815347	0.086122	4.304063	0.173585	1.860161	2.235387	1.421562	1.380756	3.437466	13.034771	13.539379
16.869059	13.863066	3.72022	7.3764	14.929975	10.188969	5.725827	5.852668	22.259624	23.493197	0.813338	24.32655	6.989723	1.593841	6.170652	9.872766
0.331675	3.175691	10.360178	4.556623	3.489247	1.044624	1.106283	2.568079	0.896779	21.402049	1.618635	15.41228	0.063572	0.88532	2.256618	10.249226
2.196299	1.692607	1.225783	1.273851	0.696797	3.246452	0.881603	4.720467	3.151208	2.17292	5.547053	3.426639	1.869843	0.337258	10.510428	12.267884
8.189134	30.778812	3.669585	17.004598	21.441039	7.316006	2.215291	1.037129	11.275873	17.880655	0.357244	11.666804	3.416803	13.09649	1.734233	13.619186
14.83907	27.521974	2.801702	0.589979	11.780111	14.369105	4.283638	4.166351	7.679159	4.723641	8.908214	2.234603	27.290073	16.43134	21.152108	10.505374
9.539374	21.018973	4.404565	0.981193	11.105442	9.919869	2.011059	4.379092	22.815757	7.638406	3.6357	16.353602	16.029794	8.458352	24.244387	22.134384
12.523654	5.634856	0.607433	2.677069	2.8317	1.454562	2.020964	4.513294	21.15009	12.133134	12.771392	7.025921	0.34775	1.19184	4.428489	7.134836
9.808977	7.758094	2.15696	2.473169	14.874575	10.988962	0.037125	1.255633	10.489105	20.828855	5.053123	10.450543	1.641292	0.043145	19.835911	7.799242
4.921292	8.107435	2.779327	0.986725	2.631217	5.091821	7.74021	6.402207	2.425395	0.954718	1.63781	1.942399	8.676398	0.587474	1.706919	8.707023
3.699935	15.516749	1.542229	2.309812	6.808807	2.37928	5.73941	0.242813	3.559189	4.414979	1.578427	1.675245	3.070474	0.88471	4.55219	6.097306
29.720513	29.337922	8.358379	9.075226	13.224701	17.492227	2.688238	7.800371	36.034923	20.837485	5.064431	14.097791	22.671059	18.318192	6.94288	5.879479
0.440102	7.019264	2.115988	5.377182	1.712566	0.017252	8.152457	1.016616	2.899927	9.349831	7.151587	3.414782	0.263466	8.779321	3.899252	1.6729
9.764901	17.554451	3.144635	2.991866	4.625282	6.00871	1.198834	9.250357	14.700988	16.376293	0.625224	6.033593	12.407402	16.443621	3.476335	14.919646
0.137797	6.795623	3.129855	6.757812	7.521581	5.789603	2.65171	3.128061	0.505337	3.857241	3.92721	0.951128	4.514465	1.450298	3.887425	0.804849
8.071301	4.581221	3.9033	9.883808	9.598743	12.206209	5.096815	3.525739	8.135044	25.086866	1.073582	7.537217	16.001822	5.552678	2.423392	17.880926
2.010792	7.170745	0.370716	0.095823	0.52248	0.779082	5.479479	2.030473	6.17492	1.726561	6.501232	3.634197	4.321311	4.762968	1.830645	5.618536
9.597818	20.524623	7.569299	5.067679	13.735459	3.906563	1.255544	4.69598	1.862505	4.621189	0.179876	4.894432	4.373569	10.528296	2.713273	11.63167
17.543421	25.867812	0.551444	2.961016	13.933755	8.565816	1.129982	14.30478	13.335517	18.266812	9.153926	15.523577	9.394056	6.585115	20.21498	19.125685
5.087865	4.744991	4.055199	3.427844	15.183446	4.564019	2.410638	6.278952	9.213498	11.669014	3.334914	6.997694	0.38144	2.2911	3.891509	4.163768
13.050461	16.007195	1.076379	1.266092	1.068936	3.24178	6.172569	2.256741	6.607083	2.372224	0.308543	5.99262	8.904672	7.856207	2.579545	2.91956
6.656877	8.573295	8.9147	12.629297	13.330609	7.990848	3.818448	3.607289	6.191715	7.573342	11.680307	8.512675	7.069078	1.71028	15.722953	4.752441
7.956192	5.836172	0.721775	0.252189	0.147249	2.338506	4.278383	5.887013	5.819471	1.985712	6.135722	3.699705	6.716276	5.005236	12.687461	12.642584
10.289054	17.015314	0.85149	0.758605	21.427362	9.531943	0.37662	1.417653	10.168004	11.335731	1.278437	12.207846	0.72498	20.517022	0.732628	18.466481
7.257006	8.370925	1.506824	2.860953	5.474539	0.245085	1.457982	5.207247	12.422968	15.543232	4.379501	8.573379	8.059501	5.401991	4.482197	5.110399
19.922659	3.079924	0.198048	1.598992	3.215376	0.68698	0.160596	12.047974	35.664022	15.587347	3.680752	11.629547	14.377399	4.479835	1.678445	3.988326
3.276936	8.420354	0.414247	0.704293	2.755607	10.914897	0.174994	3.032249	0.511113	0.185345	3.170469	0.356395	11.510593	9.079238	5.146923	4.472647
6.137366	3.809707	6.037005	11.443923	18.434466	7.861719	0.112811	1.748557	13.952762	19.581375	1.534268	19.583331	1.015648	0.683694	8.628927	15.947438
9.845864	14.458395	2.270738	9.126865	8.072596	8.094979	2.570095	8.644315	8.435838	4.37455	9.292941	3.14543	15.171933	13.843653	5.764441	3.637407
4.926113	1.979576	1.129753	0.205526	9.231251	6.199737	0.225571	4.979674	7.962582	8.448773	0.192976	2.122708	7.794081	4.038621	9.414478	8.536425
13.752946	3.10577	8.168284	6.331666	5.287939	0.925216	2.464558	0.113808	18.252163	10.729449	11.658041	8.90777	2.180257	3.393861	7.614039	0.287544
2.273215	6.085607	3.224032	8.899782	3.427661	0.812957	0.395302	1.999916	4.105167	5.157333	0.170548	9.413361	0.552096	5.218571	5.782935	16.30684
1.076607	0.087298	3.234565	2.044825	1.537555	7.968185	1.521041	3.901421	3.148351	14.408199	8.238814	8.396023	6.493682	3.787334	4.094354	5.496818
16.811109	13.4761	2.1332	2.540144	15.346374	12.760842	1.113184	15.825174	24.344926	24.219857	1.027295	22.617187	8.945579	2.128594	5.203723	19.269669
32.659646	28.755697	7.215892	17.846824	11.209267	2.388725	1.771462	4.678042	27.352559	12.524167	0.900672	10.334621	14.658552	4.425476	13.098823	30.704874
4.909348	1.509887	3.407529	2.675526	1.743068	0.36455	4.844253	0.247738	3.086943	3.75102	0.49562	3.226953	4.962046	2.311019	1.259723	1.770313
8.949716	3.782625	1.197726	4.024709	6.069035	3.039095	0.107181	3.237855	10.83682	8.534621	0.10497	7.445371	11.49533	0.196565	10.649919	7.93989
13.615301	9.893221	3.932254	3.266329	3.493999	1.611198	0.24531	2.931911	16.994644	13.477542	7.251243	22.320552	0.015533	2.342836	5.320948	14.388134
