LimbicA-ContA	LimbicA-ContB	LimbicA-ContC	LimbicA-DefaultA	LimbicA-DefaultB	LimbicA-DefaultC	LimbicA-DorsAttnA	LimbicA-DorsAttnB	LimbicA-LimbicB	LimbicA-SalVentAttnA	LimbicA-SalVentAttnB	LimbicA-SomMotA	LimbicA-SomMotB	LimbicA-TempPar	LimbicA-VisCent	LimbicA-VisPeri
9.387167	1.487154	2.812488	3.02423	0.014845	1.214387	0.466426	1.383584	20.415136	0.320791	1.189373	1.382701	0.358947	1.091457	3.756947	1.3977
7.928343	7.927805	9.976651	7.48723	7.201127	7.364572	3.679932	2.13898	18.732368	1.594354	14.106285	14.250805	2.525491	1.54539	0.146068	10.798862
28.312978	7.396436	0.137601	0.61182	5.643778	0.011474	1.054971	5.046153	10.290436	1.33082	1.135724	5.655419	0.948903	0.387648	6.269571	0.625525
13.595356	1.453347	5.661336	9.710674	4.644654	2.472317	0.55706	0.281534	24.201492	4.515043	11.428212	9.395135	1.834308	12.019458	0.96042	7.459279
10.250622	13.665451	4.425013	3.387216	2.469314	0.856595	3.754425	0.865482	11.358156	0.336908	8.265981	3.181257	0.627699	3.9117	5.223429	2.65714
9.099928	7.133123	3.868175	3.254677	0.064285	2.392379	0.402472	1.34585	17.229356	2.885093	2.24286	10.634653	7.626953	1.123445	1.054394	0.963148
12.884047	5.916076	0.284858	12.531292	1.536022	0.746622	0.574979	6.916513	12.321815	0.666201	2.454984	1.467892	0.635239	2.788214	1.126122	1.489754
10.587523	1.901708	3.000316	2.805697	6.316618	1.702975	12.210134	1.870011	16.642674	1.997093	8.411226	0.787705	0.048188	1.55361	0.564719	0.857179
14.695769	4.534369	7.394122	4.994135	8.294869	2.294177	1.169321	0.145961	9.301285	3.095651	2.449248	4.075161	0.12645	2.346691	0.184469	3.375002
18.540978	13.397435	1.811106	0.315051	4.03684	2.56843	1.384127	2.170096	17.031396	1.703029	7.914781	3.832205	0.008609	0.292603	0.064954	2.392805
7.898777	6.767964	21.228591	9.543684	2.994618	5.849599	1.821764	1.040255	18.749257	5.428096	7.075966	2.162192	2.052372	1.702907	0.072254	1.128897
3.391304	0.140181	2.913206	0.779617	2.340604	0.52027	0.557224	2.511515	5.313515	0.203919	3.957998	1.144846	1.992241	3.661731	0.42096	0.783578
18.399181	0.513618	3.632172	2.236487	1.60662	2.3942	0.503113	5.155693	5.74362	4.65749	5.075584	0.319083	2.223146	4.149279	0.277097	2.923727
26.647075	0.066655	2.358061	1.586361	0.654204	1.550381	0.387057	3.492976	17.3226	1.634344	7.809355	5.394063	0.598753	2.057412	0.213244	1.961497
16.013729	4.757587	2.439088	7.97738	3.662722	0.2387	3.820574	1.406693	20.72526	9.939866	10.480357	2.42673	3.915932	0.701136	0.581785	0.65366
8.494816	4.404834	1.04394	0.458185	3.427247	2.019154	0.875761	0.22675	26.180788	0.301547	4.956619	5.11957	1.467361	3.416811	0.426894	4.143329
6.931624	2.752265	0.64042	0.783648	4.370834	7.135431	1.22468	1.039449	6.660462	0.033517	4.250289	3.281325	1.235414	2.997632	0.273123	2.691257
10.046711	0.41722	0.566354	1.240771	0.147271	0.193032	0.4397	2.015139	9.186712	0.253122	4.699918	6.167345	1.114504	1.421479	0.78522	0.909637
16.230783	4.695488	7.907389	4.13016	5.353768	0.137412	5.68974	1.392295	10.663631	1.97006	14.335341	8.757308	1.740116	7.092741	0.78208	10.958212
2.430988	0.792977	1.117827	11.580486	0.530391	4.093505	0.468986	1.80355	3.088539	1.186042	2.958954	0.181637	4.150122	0.005892	1.115671	1.674324
2.093194	2.624135	8.251676	4.852981	0.255008	2.424903	0.602674	1.252432	6.754733	0.25564	3.198796	2.559557	3.712184	4.433707	1.201284	3.168981
9.451034	4.299245	3.623972	2.520947	5.260656	0.488919	8.979567	1.296824	10.377212	0.725828	5.141392	11.044376	0.206523	1.864332	1.124185	4.642486
4.568914	6.587162	5.486904	2.06128	2.479147	0.315675	2.805502	0.281835	14.123495	1.975069	9.05805	10.625011	2.166095	0.284285	7.526723	4.11965
3.789327	3.16607	3.743141	1.027757	3.431463	3.131922	0.420081	0.908435	17.211142	5.730123	12.304163	2.763792	2.558471	2.554685	2.159538	3.888051
9.953727	3.602903	7.473567	3.808778	8.986053	2.546138	0.082622	2.774147	15.850333	6.086549	3.519028	3.132646	1.413079	0.021343	1.278189	3.390253
14.774135	9.391096	0.289003	0.45179	3.915771	0.905446	0.331879	1.50987	24.255113	3.744214	4.694213	16.144363	2.744928	0.736293	6.521603	2.423374
11.848281	0.806045	0.214796	0.289452	1.270948	1.249963	5.708707	3.600148	10.228533	7.529144	6.029146	5.143275	2.27572	0.593682	2.050472	4.304622
11.01015	5.382809	2.539212	3.332077	0.7536	0.439155	0.496498	0.052194	12.575037	5.201313	5.654015	3.504232	2.66638	3.761506	2.122688	0.307912
11.88858	10.232882	2.291822	8.510182	5.858257	2.095475	0.881968	4.390322	3.075353	3.43793	5.176244	10.226753	3.942226	3.835843	0.242162	7.590413
3.722068	0.05067	0.85222	5.685141	3.98686	8.496018	5.418639	3.089597	10.184407	3.809467	7.666211	5.809087	3.259506	12.660919	1.561642	1.786459
20.837333	7.440113	1.156285	0.11812	4.53985	5.278362	0.400434	3.344864	2.927307	0.190245	2.986247	5.617065	3.642149	9.239366	0.970449	5.840473
3.016501	1.259716	3.608135	1.293193	1.129222	2.604107	1.589032	2.556396	13.492187	2.598798	3.379786	5.081579	1.429417	3.080933	5.936581	6.60341
17.351807	7.966862	1.873422	1.387491	5.045951	3.925853	2.130849	0.287649	10.539385	0.688398	4.66197	3.178587	7.811792	2.657543	5.177379	2.194299
9.144962	7.177481	19.114189	29.770883	7.473853	0.771929	0.597917	1.779779	32.406218	1.709402	5.336268	2.684286	1.29951	6.954737	8.411756	3.351637
6.580933	0.744146	1.403608	1.331497	1.332029	0.391549	2.524213	3.097798	3.653796	0.249424	4.752065	0.942944	0.876103	2.974046	0.623731	0.146105
16.697442	7.097482	3.137881	1.554506	0.39655	0.368527	1.728969	4.201229	7.640779	10.209681	5.75893	19.059738	0.690424	0.476342	11.241103	2.311957
13.140709	3.420122	0.246294	0.73072	0.061874	0.89706	1.132716	1.626635	11.926944	4.904048	4.676142	6.014741	0.312957	1.589714	1.635713	6.05929
11.065274	9.08825	3.569464	1.362625	3.934568	2.721405	1.432455	3.544923	3.362577	3.204085	5.712885	15.53098	15.074019	3.291417	0.821415	2.222211
0.953762	0.578331	0.438812	0.939389	2.685758	6.80543	1.060266	0.02536	2.927955	0.636856	3.6036	1.468194	2.842031	5.416433	0.105754	0.019375
9.181964	0.726551	0.625264	1.351357	0.273012	2.121622	0.246898	1.252353	2.640172	1.468434	1.720046	2.334595	1.783161	1.290653	3.774865	2.312565
13.308433	0.83391	0.184047	1.437372	0.15939	0.50339	0.498565	2.455575	19.573654	5.99203	8.162946	2.707245	0.683744	0.90982	0.214095	2.975347
3.662877	0.347571	0.829162	5.791662	0.702507	6.847721	4.09008	1.076991	9.535742	5.078048	6.839347	0.595544	1.451004	0.736093	6.096022	0.554132
6.646401	2.035359	2.332836	1.777267	0.124938	2.068748	0.409971	2.405953	15.489015	5.546708	6.427394	1.271542	0.570843	2.510112	0.009842	0.503252
12.882064	3.300935	1.271294	3.64253	0.257043	1.241316	0.695955	1.767808	9.280427	4.36901	4.078267	1.8349	0.102674	2.271435	2.873042	9.355596
10.518131	0.592524	4.344672	5.344696	3.455414	2.020487	0.426441	1.658355	6.042213	0.438538	9.236844	6.20987	0.131247	0.374201	0.020886	6.758611
11.257938	11.428266	3.658944	2.327769	9.688216	6.946259	0.865516	5.288015	3.229297	8.952859	0.387586	12.366576	10.818898	5.395974	2.245013	3.771284
5.01611	1.161062	3.388203	10.961861	5.12545	0.367112	2.935788	1.168998	16.381851	3.087746	5.652732	2.214841	0.272162	0.462102	8.653448	11.37611
7.767399	0.051005	7.147746	4.062176	4.749955	0.663738	7.760541	0.032956	11.473663	5.885061	5.318443	0.746544	3.282785	2.107636	1.24754	0.913167
24.869919	4.197244	2.883684	9.558912	0.67905	0.649969	4.628511	0.53603	7.356387	0.387667	10.915997	4.052315	0.738092	1.906968	3.408574	4.833923
7.744232	9.071413	6.922116	8.610976	4.578092	2.466096	2.054271	1.064298	19.738931	3.692877	19.029591	5.517794	1.550355	1.483584	5.005016	2.215219
9.297101	5.589401	4.292973	6.490818	5.371295	1.341948	0.116855	8.380202	1.045894	7.594547	3.200162	4.659666	0.350117	4.369524	1.978039	7.087632
23.471119	18.903697	2.501015	9.916032	1.02486	3.204221	0.70415	4.078965	7.632986	1.668493	9.37477	4.937662	11.253884	7.188676	1.838427	1.27938
3.385675	4.365129	0.217816	1.428448	0.544168	2.312988	0.072783	1.370336	3.133564	1.417641	1.119272	0.115906	0.782796	4.51228	0.210264	1.926742
12.526521	1.225414	2.000175	4.886681	11.400933	0.875491	4.473907	0.212399	2.752314	1.89633	0.744572	0.521981	8.35467	6.437995	0.028432	3.62024
7.208893	0.264125	0.980915	0.671188	0.376453	2.06519	2.502805	1.489687	6.575416	0.827628	3.812156	2.74936	0.781514	3.024547	2.427276	2.149966
