SalVentAttnB-ContA	SalVentAttnB-ContB	SalVentAttnB-ContC	SalVentAttnB-DefaultA	SalVentAttnB-DefaultB	SalVentAttnB-DefaultC	SalVentAttnB-DorsAttnA	SalVentAttnB-DorsAttnB	SalVentAttnB-LimbicA	SalVentAttnB-LimbicB	SalVentAttnB-SalVentAttnA	SalVentAttnB-SomMotA	SalVentAttnB-SomMotB	SalVentAttnB-TempPar	SalVentAttnB-VisCent	SalVentAttnB-VisPeri
2.004125	0.044171	7.032574	6.862784	3.556407	0.690088	3.73459	5.384699	12.432242	33.223909	11.611611	6.441772	0.494268	0.598494	0.897227	3.19197
4.74867	0.535969	3.824718	2.779922	0.514507	1.431272	1.249551	4.600467	1.824744	7.143208	4.990896	2.065856	0.539458	5.886649	2.957704	0.124986
5.533569	1.461524	0.967221	1.312938	3.647079	3.145329	1.271896	1.116961	14.335197	33.000598	4.086557	1.736934	2.512162	0.989209	1.763882	1.267668
14.136275	1.100032	1.073007	0.802469	2.066914	0.172576	0.613516	2.881209	14.161179	32.36207	15.78295	10.580851	1.531121	4.144308	1.373116	3.792131
16.231857	3.093895	9.357789	2.486574	0.690928	1.277782	0.130002	1.10589	33.217234	26.945744	2.512513	5.799081	0.382157	0.55796	0.019343	6.658209
1.159375	1.156919	0.680154	0.715012	3.101729	0.376094	3.995869	3.713106	6.294961	20.302851	19.307715	0.281787	1.420267	2.020066	0.254187	3.439782
7.147686	5.140692	0.393014	7.771591	1.535439	1.780625	2.100448	1.170313	17.638803	17.13391	9.089505	1.685286	5.139056	1.220453	3.908199	3.725447
2.986239	2.782536	1.53544	5.727914	13.677559	13.927721	3.195126	1.070869	9.111895	46.417295	1.464301	10.373098	0.424539	7.589652	4.117227	7.333629
4.389254	0.130558	1.888113	19.916997	6.62322	0.087639	2.406077	0.003875	14.030981	49.851487	1.907834	4.089385	1.208106	1.639464	0.409937	5.515201
5.311082	0.379668	7.840102	7.702618	2.630656	4.242563	1.496932	4.106744	26.981282	17.882348	1.571764	7.720452	4.543989	3.652685	3.796532	2.917743
15.1639	6.399627	6.072269	14.739506	5.574644	4.849776	2.568941	4.23134	21.322119	62.815707	16.067121	10.121229	1.778916	3.308719	2.184524	8.540384
7.392163	2.737894	0.412572	3.836875	2.312743	3.572545	3.443531	0.752649	5.796626	3.885647	4.329749	5.320084	1.465803	6.894433	1.040977	1.624922
5.911418	9.122076	0.68302	1.089814	0.820471	4.578257	0.620443	7.877525	10.614962	17.748019	13.635524	2.317877	2.881706	5.265111	2.058773	2.219466
9.623441	1.857701	2.200484	3.089097	0.804531	0.254999	1.87259	3.614278	14.465454	19.599785	11.443255	6.801884	0.120738	0.458225	0.359928	4.277292
9.850543	0.947754	2.222057	2.264877	0.76085	3.661838	2.851507	1.911169	21.737177	31.650138	0.90002	6.839231	0.725313	0.456671	3.424165	0.079998
0.415792	0.377037	5.967267	1.03155	8.115785	3.703425	0.965853	0.501482	10.56446	36.456657	8.026094	7.55488	1.861558	2.384266	0.668747	5.418392
15.133042	0.821369	0.628207	3.342868	1.806867	0.057811	10.816076	1.196994	6.853616	29.121182	0.978079	3.075736	4.446367	0.27537	3.931681	14.923186
7.249334	0.348719	5.043341	11.704721	5.319175	1.103567	4.244659	0.432693	27.892885	63.239981	16.676732	13.758394	1.252871	5.406007	0.81449	4.014519
6.188915	0.347951	6.319323	5.416981	1.993424	2.009824	1.238029	0.286662	21.124043	60.480593	8.844651	5.792926	1.440676	0.414374	4.68368	7.990045
3.315275	1.861103	1.567879	2.43135	1.215369	6.712919	3.492062	4.600255	14.27417	57.196543	4.885535	16.386033	1.471242	0.132923	1.32006	11.12571
11.241985	1.506586	20.70195	19.665853	14.365585	0.137109	8.437749	12.206353	28.308512	71.959479	17.670764	25.680199	9.049386	0.834961	11.115753	4.030987
6.276191	0.284562	6.176976	6.927616	4.852027	1.690869	0.040399	0.484577	5.931544	36.244971	8.942632	10.405842	0.712337	4.208252	0.782483	6.098571
16.957817	7.427282	16.137052	23.879142	14.391471	6.527858	7.49013	0.671757	28.458761	54.592371	3.56102	21.764487	1.890138	2.003478	1.919904	9.112549
0.996311	0.989299	1.3105	0.337197	0.12829	0.084045	2.685092	4.019832	2.848211	21.115139	1.628492	7.702142	0.870144	0.380006	1.208886	0.643652
6.53235	0.194376	3.336053	10.005516	1.748643	0.232533	0.347002	11.039598	9.143575	24.65223	10.06564	2.343167	0.249235	1.286264	0.87058	2.694736
1.528292	1.166771	1.555518	1.567295	0.682727	0.755589	5.199652	6.468021	3.115106	37.23088	2.797424	2.150087	1.877814	1.159375	0.825737	0.944785
11.683623	3.719602	5.275522	10.60058	10.498619	0.502316	1.414162	1.178298	24.164225	57.803868	7.913533	6.060967	0.966371	0.566012	4.394247	6.389727
6.144159	0.361161	1.056702	2.419196	1.407656	1.79783	1.376447	1.978785	17.79737	40.020111	5.948324	5.418784	1.200778	1.293005	6.330775	1.49538
2.513596	3.127833	10.498816	8.272299	4.499738	1.622525	1.966765	4.342287	18.745855	28.288147	6.856259	2.57187	6.06314	5.229276	0.614188	0.602674
0.088535	2.300493	1.264839	5.022648	1.47183	4.054687	3.202811	0.905481	2.873406	11.484043	7.847922	0.919308	1.313304	3.548115	0.041167	0.660907
13.343386	0.351203	3.922274	2.772165	0.649371	0.091192	1.602043	10.425383	6.987817	20.011315	13.886185	1.093186	3.096479	7.321085	2.795903	5.863157
16.299947	0.889797	1.325756	1.926025	2.532289	3.150338	0.645649	10.757235	17.198729	29.503317	2.891937	13.050792	1.024799	0.765605	1.648049	14.850279
5.673123	3.265537	2.606754	1.06175	7.20088	1.345187	0.837697	3.023848	8.397889	29.636506	19.150139	1.386695	1.272034	1.621822	1.17205	1.205179
0.00144	2.121913	3.012658	2.825543	7.517962	2.255999	1.493028	0.792762	0.335885	7.40814	13.788108	1.628224	1.893798	2.116844	1.755128	1.821173
1.118989	3.33616	7.309492	4.316695	11.817064	4.733639	1.595547	1.590795	0.213109	10.243408	23.962063	3.427424	1.895792	0.682015	0.343481	2.464063
1.085023	0.336932	0.718935	1.287986	3.878642	3.385876	1.338004	3.558121	4.099904	30.645397	9.923138	0.374209	0.755362	1.609223	2.982485	1.36549
43.159866	5.207039	12.867513	19.471393	16.782444	2.614605	4.915546	0.981736	52.205747	53.230631	6.074328	10.336886	0.720776	10.487309	0.329863	2.581074
1.700745	1.305453	3.036706	2.079684	0.64608	2.566113	0.19436	1.13035	1.253515	25.123164	6.789097	1.710775	1.088654	3.621901	3.764917	2.862335
1.707165	1.137539	1.955156	0.663814	1.192043	0.570688	0.115788	2.800921	4.149476	25.159116	11.594325	3.058731	1.368795	0.830906	2.26977	0.177545
15.082466	5.619649	7.610006	17.612861	19.709359	10.855843	5.048799	2.598636	15.766406	70.774854	2.207232	20.557303	0.066455	3.249574	7.065436	16.409007
4.85825	1.494542	3.818085	1.034297	7.115409	5.313762	4.436962	1.78361	7.397707	30.584303	2.678348	8.721648	3.285505	10.736205	6.997527	4.388171
6.560118	6.026883	3.980947	2.239174	1.513229	0.151515	0.094541	4.689677	21.948952	26.269689	11.339852	3.151864	1.684478	0.654719	1.23794	2.229615
4.946599	2.834105	0.316788	1.977213	2.587073	0.613952	0.889078	9.664377	9.108772	32.010003	33.835109	11.326827	2.091127	1.828362	0.694801	7.702149
11.105059	4.255272	2.6456	3.310453	4.545003	0.5037	4.437155	0.359378	11.489806	46.231281	6.757522	9.260551	1.09546	2.521035	6.761684	4.145914
3.106242	1.338088	5.86904	3.033363	0.780521	1.74301	1.567422	1.14027	19.064925	29.167513	18.235537	2.946919	3.834556	4.138906	5.607376	0.575321
15.986405	10.647881	8.612012	7.810505	1.585931	0.163913	0.113605	0.659941	26.535393	30.438446	8.486885	7.357858	0.413003	0.243323	0.49824	2.810222
23.286548	23.562165	10.438185	6.994415	8.394429	5.244421	5.622925	3.507772	49.061982	34.357267	14.897696	44.78187	18.810008	3.83712	1.829677	16.341223
3.931421	5.461958	2.854791	0.929424	3.521678	6.470133	2.161788	8.204909	11.700904	48.184367	23.20386	8.130909	7.708339	8.440832	1.233015	0.556687
17.79964	5.547994	1.574142	9.315264	8.942913	5.217146	3.292199	11.928029	33.369182	40.629661	3.656512	21.382199	13.353789	15.644016	2.771396	11.118708
5.885243	5.785317	1.161614	4.791028	3.057947	7.14655	6.891244	2.460734	10.530831	39.057842	7.846837	22.395531	11.685701	6.763191	4.752172	10.292043
9.18438	3.818199	1.731981	1.334823	2.602529	4.175187	4.406562	2.71731	15.996362	42.407665	1.742398	9.390858	7.038923	2.084695	2.582314	8.178601
5.35602	1.423313	5.561372	7.475906	1.69431	4.300745	3.764067	0.388809	3.022315	15.709363	8.850762	1.931424	1.570642	6.725559	2.223197	2.537329
3.0898	1.978113	0.473749	1.048145	0.336433	0.435221	0.582592	2.760478	1.741737	31.22335	1.680024	1.109803	1.028687	1.592731	0.193365	2.888602
13.295253	3.549712	11.641393	12.475641	16.397156	1.810015	0.260313	1.955911	18.536024	44.681105	12.325712	14.273746	0.595076	0.035005	14.246495	9.057037
4.379997	3.113203	0.719967	1.918092	0.571512	2.005918	1.592516	1.937743	9.691183	32.146481	19.547423	3.878371	0.133575	3.951612	4.530732	3.461392
2.191967	3.679598	8.163226	5.103834	9.457884	7.398805	1.634661	4.043707	7.125449	31.030278	5.571808	12.030049	10.008258	9.481031	0.400499	4.968355
4.758774	0.863368	7.61929	6.290621	4.490414	2.628174	2.119303	1.644917	3.15877	12.791203	8.957197	6.966902	1.895076	1.624829	11.399737	15.808466
5.570611	0.036388	0.432672	0.096819	1.287672	0.016514	0.417305	1.647203	14.361899	30.582769	18.490272	18.687779	1.754116	0.203626	11.49544	6.017104
2.529838	1.509942	1.351927	0.414918	0.001862	0.866829	2.64872	3.984656	9.341787	25.414224	17.647771	2.203935	1.779014	1.607658	1.728136	3.250195
1.473795	1.636152	0.595072	2.021442	1.927122	4.285566	0.869944	0.616749	6.110461	49.995317	8.11723	7.120486	1.448687	3.1912	0.004494	1.448039
5.811984	1.333364	2.345635	0.642999	1.75506	1.940142	0.907112	4.073775	15.624742	16.42636	10.22681	1.816365	0.496836	0.015104	4.165198	8.939775
1.773956	2.147253	3.017964	6.460057	1.581947	0.093152	0.855172	6.305523	11.562251	41.257297	11.014573	0.944896	2.889591	6.581265	1.626094	0.585698
0.680687	3.509069	4.477019	6.14177	5.449984	2.825206	0.012362	5.819499	5.833172	37.510123	0.988969	8.921855	1.611174	0.246861	0.469618	11.233753
20.829797	3.689594	7.700171	13.107813	13.343703	9.333291	8.677144	6.453323	32.546275	52.314298	30.550132	20.772906	8.438117	2.339095	1.293339	6.248346
0.265745	2.382912	4.605222	6.557011	0.079637	1.85662	6.920982	1.076286	5.230429	37.708498	11.966245	0.851602	1.151308	0.182004	0.388722	1.025131
6.355311	0.759157	16.908743	10.914819	3.958717	0.082987	5.681912	0.024587	11.187833	33.053591	19.584125	3.688107	4.442404	0.347121	3.836684	0.728764
0.725132	1.925818	11.60018	25.611724	0.487075	1.963485	3.688738	0.214758	12.59528	46.074694	8.1602	3.744079	0.862099	5.231506	5.56426	4.671634
0.2087	2.520946	3.383869	6.123125	3.410181	0.856322	2.454267	10.204333	11.588736	22.096959	18.699289	11.638222	2.180733	0.702128	0.887905	4.227622
14.316199	4.180264	5.377828	12.05924	5.422658	4.02271	1.016654	12.061355	42.68038	12.769948	6.778749	10.875079	2.477296	0.7253	8.591498	21.663387
24.946251	10.123265	6.105904	19.550978	2.989245	0.847154	1.725762	7.40573	50.663065	35.753331	3.940336	8.618342	9.233907	6.871833	0.016844	5.061386
3.774725	4.180351	1.276068	0.495642	3.02482	5.554365	5.44224	3.032271	13.366828	20.381531	10.534794	3.025903	0.444258	15.699056	2.86816	3.826972
2.943401	1.918567	3.560579	2.618621	1.808936	3.101712	2.428817	3.916444	5.024167	28.398233	9.022273	8.166491	3.374606	0.38399	0.772026	8.460842
1.705976	0.754295	1.505915	2.867888	0.259967	1.250152	0.365865	6.284259	5.692983	15.181674	6.552874	3.044658	0.050564	3.392091	1.116721	3.217811
