DefaultA-ContA	DefaultA-ContB	DefaultA-ContC	DefaultA-DefaultB	DefaultA-DefaultC	DefaultA-DorsAttnA	DefaultA-DorsAttnB	DefaultA-LimbicA	DefaultA-LimbicB	DefaultA-SalVentAttnA	DefaultA-SalVentAttnB	DefaultA-SomMotA	DefaultA-SomMotB	DefaultA-TempPar	DefaultA-VisCent	DefaultA-VisPeri
2.02839	1.825339	16.837167	4.638886	6.485673	4.940805	0.551379	1.976663	7.355139	0.128816	1.233547	5.710076	0.48415	5.322611	2.629667	4.933499
6.161977	0.205968	2.195003	5.220516	0.072714	1.491604	0.000603	8.977642	15.462072	0.062293	12.508995	0.508258	1.8528	0.04017	1.115904	1.696147
8.310139	1.4703	30.680672	9.108793	0.298226	4.758145	0.302533	9.474123	9.540927	1.229785	5.871374	7.3729	5.496743	0.91349	0.232956	1.151839
5.791287	1.24153	19.890774	15.273905	0.27174	1.489115	1.678244	6.897824	19.474426	6.144856	8.927824	3.337563	0.548663	2.042537	0.19606	5.163544
5.199349	0.921559	5.91356	8.547811	10.179615	10.614718	1.240282	5.965836	21.558955	5.390027	10.49643	2.913671	2.104818	8.453548	0.308346	0.3509
1.170143	1.821926	14.57787	13.075047	0.108967	2.943822	2.822712	1.993696	5.475686	1.159881	1.571493	0.821497	0.782562	1.660065	0.889531	0.278702
2.018408	22.590436	42.986371	27.496708	2.237585	1.318846	0.18569	4.20592	15.386912	5.553125	4.186304	0.236111	8.928213	9.667366	1.013398	0.055494
1.431583	0.006009	10.969591	14.919737	2.052708	7.817177	0.659797	6.767858	7.481256	0.129458	3.572054	2.888579	2.431339	0.060426	2.024543	2.087544
13.840597	12.35986	39.739271	37.912703	4.455498	7.538258	6.297895	15.674304	15.16765	3.129918	3.658751	9.228451	5.072563	0.20897	3.712718	2.736359
1.77478	1.932765	7.240719	4.656402	0.439055	3.682731	2.475822	4.03605	0.178833	0.068867	0.355112	1.091498	1.893511	0.973008	3.683996	3.405323
0.413316	2.578817	4.783212	0.37469	0.013818	0.93658	0.360015	2.189801	5.539832	6.428101	3.346055	0.396527	2.722766	1.144383	0.093473	0.754469
2.740905	3.936788	12.479235	0.454557	0.536927	2.663237	1.923324	2.627545	6.261685	1.745046	1.340001	0.746283	1.194826	1.441145	0.889336	0.933101
3.627609	1.13685	20.117171	16.844602	6.527251	13.560803	1.410577	8.496771	11.944087	0.98141	4.225828	5.398448	4.812053	4.749479	3.19121	2.96284
1.978725	3.097897	35.109391	14.007405	0.013944	3.501563	6.070481	5.714219	17.61885	1.179521	1.426539	2.49532	3.445821	2.022458	0.752467	2.103587
1.656238	4.34976	17.472568	11.361391	4.05256	0.724973	2.728391	2.145175	4.414413	0.89087	1.229585	1.20942	1.424276	0.952605	2.169065	1.710954
2.62073	2.59774	13.1448	2.78547	2.002524	4.542335	1.744022	8.087067	10.419722	0.095231	14.806037	3.713581	0.435945	2.330652	6.621332	3.347269
7.051424	7.330794	16.371649	26.834413	5.537808	5.692485	11.19061	6.073164	6.050866	7.822683	0.766389	11.673888	8.262142	1.598359	3.610918	2.959269
15.828106	9.860282	31.970824	9.443506	0.751137	2.226	4.764762	24.052644	14.072422	4.750502	4.834281	2.857405	1.657568	6.722873	0.117563	3.277631
1.716819	0.417681	25.801325	25.189313	7.021534	8.809824	4.798335	3.414418	6.266602	11.496628	2.741701	1.297822	2.195283	6.360076	2.02935	2.112242
4.042634	3.428492	11.527612	5.600527	0.575366	2.126762	0.026759	7.340962	5.130649	0.86787	4.153446	1.341518	0.140103	0.122751	3.531264	0.979924
6.203173	0.674013	42.969242	0.757197	0.946807	0.583325	0.616018	1.740358	2.772358	0.150161	3.638466	1.233134	2.872312	0.038398	2.941948	3.900812
3.457952	2.664761	31.479199	6.10056	1.496693	0.162511	1.269058	22.525616	14.578045	0.658912	5.781655	2.615079	1.827808	2.460768	0.517169	2.123041
1.091478	1.827143	65.284203	13.3201	2.440836	8.547065	4.45417	1.215086	13.73282	0.548855	1.110274	0.183173	2.049897	0.545822	2.08887	0.935751
5.617591	0.978118	19.483735	3.250255	2.155943	1.51389	3.082505	6.144046	13.869342	3.857625	11.540918	0.240617	1.653575	2.354693	0.636462	1.522132
6.353933	1.456792	28.896562	11.204261	1.344422	0.183411	6.829657	8.253143	16.940214	3.056139	4.878275	4.029605	2.143889	0.753589	1.626014	4.702157
2.147087	2.903058	8.510181	6.312458	4.535	6.895645	0.743072	7.085934	9.92306	2.004848	8.033136	1.301457	4.602948	0.649147	3.423626	0.317332
14.375831	19.964462	47.879648	31.796393	6.719869	5.575779	3.217099	25.074633	32.15804	11.700134	1.855358	14.964222	19.207085	1.821235	0.162111	6.687627
1.611027	2.378474	15.285009	4.938429	1.738331	2.540073	1.65499	1.089889	10.882196	0.716517	2.418439	2.067463	1.447714	2.704835	0.023004	5.084405
14.598991	7.87266	23.25536	16.189339	3.860514	1.755188	0.52018	11.44442	1.258263	1.110267	0.016859	5.933034	1.105336	5.408093	14.693771	2.960123
9.381256	3.08352	42.033752	7.496129	5.594997	6.57292	0.207601	13.636715	20.638487	8.929833	5.816402	1.459631	1.586031	10.583824	0.599921	1.496963
2.493889	0.587634	7.719671	0.526178	2.908127	0.5784	0.783579	5.178563	4.06765	0.077063	5.151003	0.790881	1.094929	3.86628	0.129114	0.419549
5.935683	0.421255	18.245746	3.91782	4.351062	9.316317	1.09068	17.24586	22.336224	0.177869	11.647902	0.354895	9.559268	5.304671	4.68233	0.36281
4.319801	0.64612	20.446322	12.98031	2.969601	5.856188	0.307528	2.642073	10.327225	3.753881	6.040055	17.584355	1.313333	5.004683	2.353539	9.097758
5.687109	2.568794	20.878838	6.634601	0.893209	2.471877	1.617226	9.53284	12.84556	0.656332	9.483645	14.678829	1.972919	2.822603	1.176527	4.740087
0.064991	0.206372	30.098826	6.093898	0.35451	0.586406	0.829291	5.48292	17.946056	8.555856	4.999932	0.557881	0.96311	0.321704	2.520353	0.001475
8.416873	9.900421	35.755747	28.277663	9.285231	2.408287	0.075733	12.593125	9.874646	0.760942	9.221748	3.910913	0.430758	3.23025	3.181069	2.165666
1.716189	1.149873	4.295415	7.353917	7.259684	2.078667	0.934426	1.848477	5.89869	2.548234	1.524968	5.068663	3.587208	0.27957	0.098617	0.027204
0.766637	0.615958	11.466713	7.095969	0.844404	1.717337	5.183336	5.516311	5.909066	1.633799	4.142772	2.166389	1.578243	2.406423	3.408461	3.370844
1.510865	1.466605	24.835353	12.430373	1.458559	2.460588	0.364673	7.006482	6.10943	0.17266	2.048191	1.233324	0.287201	1.024181	1.225457	1.472701
0.837327	0.4412	12.019392	5.186286	1.272642	2.575251	0.11934	1.507513	0.745059	0.040145	0.406408	0.582219	0.845001	4.958838	0.856431	0.020135
2.905223	1.27857	9.511487	9.17267	3.770688	5.486401	5.302182	5.322224	25.199499	8.34957	16.431686	15.621407	2.009517	16.265943	0.450751	6.276942
2.281507	1.530823	19.157951	4.20373	3.226703	4.536543	2.846233	9.085221	5.770981	2.704766	3.296604	6.511907	1.927838	3.932839	0.791932	3.170058
0.77542	8.286684	8.983963	7.408231	4.186096	4.19875	0.77196	1.159965	4.974305	0.708075	1.707984	2.493337	2.304727	1.969391	3.315226	1.153581
8.5146	12.677198	18.285037	31.936641	3.860267	8.709054	0.663635	8.219057	4.441409	15.281318	2.269655	6.632807	1.702746	0.485221	0.720813	2.269142
3.535325	3.038248	30.137441	10.552654	1.440711	0.459736	2.913449	18.877335	29.401783	0.321317	5.894777	5.056891	0.416932	6.348053	6.916933	6.87222
3.47852	4.945868	29.863634	26.232162	5.294465	18.027278	1.561437	3.63409	12.057284	1.931541	14.729532	0.549154	6.085002	3.572833	1.821511	0.617441
1.996785	0.389601	17.464041	6.302805	0.435546	1.478519	0.282386	1.653714	9.486093	8.535354	9.503867	1.441417	0.519025	0.156292	6.304867	2.190057
7.510493	5.556443	32.915919	8.021296	1.400415	5.020591	0.292898	3.21513	15.830033	3.547555	3.276862	5.145397	2.373476	1.287945	0.391948	7.319782
0.436869	2.953618	19.227689	10.761701	0.776899	0.016423	0.560873	0.034565	3.745514	2.84877	2.551785	0.839591	1.307797	0.153818	0.220723	0.148832
2.952143	1.77568	4.606895	1.977406	1.060998	6.484358	8.189608	0.171702	13.310968	0.046368	2.869132	10.246117	1.606899	16.800514	8.643713	4.344907
8.206903	0.346747	32.546918	15.954632	0.427863	4.039041	0.854503	11.15495	7.690847	0.462491	0.691982	0.907977	1.875681	0.295227	1.721755	0.67105
3.750356	1.206596	15.501342	4.924087	1.039106	1.425291	0.13008	0.291427	0.406861	0.596592	1.062268	0.047542	0.59074	0.345859	4.111674	0.514742
0.563386	0.411721	10.174259	1.993512	1.305446	4.004173	1.108354	3.362426	9.326631	0.408085	2.626312	2.597948	1.580663	0.335081	0.679919	0.376412
3.708603	0.859845	8.910939	1.70037	2.0608	0.017725	0.335991	5.67381	19.787096	1.375988	5.722493	1.929737	0.241042	2.806277	1.492973	1.237975
1.42906	1.626671	6.560614	0.420645	10.972094	1.562395	2.038301	2.638112	6.555909	2.916041	5.063315	0.602397	0.927348	8.754699	3.131484	5.113472
0.174333	1.940957	2.474516	0.044166	7.280009	0.004709	0.610715	0.570737	2.92497	0.952123	0.635963	3.804091	0.95012	1.401606	2.641356	4.982058
6.505405	3.9645	5.705144	11.85286	2.664522	3.11479	2.72113	4.040469	4.126359	4.439804	0.903163	6.35075	0.647354	3.436555	1.111009	4.114068
0.939177	2.714285	19.137033	3.493432	0.182333	4.901214	0.654168	1.232239	12.5811	4.729327	5.728433	0.386665	0.593163	0.779677	0.645667	0.636753
3.153202	0.329323	33.01859	11.43997	1.541544	15.755096	0.098295	3.495451	8.220142	3.281053	3.656522	2.737312	4.111368	1.750723	4.050565	0.936727
1.86804	1.534893	6.656943	0.815437	3.703825	2.812817	0.564465	2.928064	4.718901	1.965878	6.061231	0.687487	0.507677	5.089497	3.12427	2.329266
11.131969	28.604939	47.774798	51.176126	5.096697	7.408693	3.480038	30.05406	18.732825	0.443263	9.121848	5.673987	6.485458	5.719093	6.178102	6.243151
1.142195	1.89463	31.082456	8.050744	3.837339	0.4317	3.213665	1.530754	2.530679	1.832788	2.393988	1.347291	0.674305	1.510071	2.646651	2.770566
6.022513	3.711942	6.468726	7.601309	4.976821	2.985302	3.982347	4.729324	7.146416	0.971897	3.554116	9.589446	1.235177	7.341181	0.946259	5.222236
5.959516	1.610011	27.091322	6.448387	0.011628	3.6061	0.294983	7.820895	12.171467	1.084976	2.112403	3.075799	3.413325	0.490593	2.42605	0.622455
0.872448	2.130599	9.957427	19.044925	2.243143	6.13362	3.634088	6.49738	8.51507	1.075287	1.398448	0.925838	7.965671	3.940346	1.446838	2.614911
1.394991	1.804729	18.574114	18.944605	5.972512	0.346976	1.444412	0.62782	9.597164	3.086644	3.768142	6.414425	2.10726	6.530546	1.428347	3.585705
